YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2017	2	HI	Combined Heat and Power, Commercial Power	Total	32366
2017	2	HI	Combined Heat and Power, Commercial Power	Other	15785
2017	2	HI	Combined Heat and Power, Commercial Power	Petroleum	151
2017	2	HI	Combined Heat and Power, Commercial Power	Other Biomass	16430
2017	2	HI	Combined Heat and Power, Electric Power	Total	181080
2017	2	HI	Combined Heat and Power, Electric Power	Coal	92844
2017	2	HI	Combined Heat and Power, Electric Power	Other	1167
2017	2	HI	Combined Heat and Power, Electric Power	Petroleum	87069
2017	2	HI	Combined Heat and Power, Electric Power	Other Biomass	0
2017	2	HI	Electric Generators, Independent Power Producers	Total	88295
2017	2	HI	Electric Generators, Independent Power Producers	Geothermal	19550
2017	2	HI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	310
2017	2	HI	Electric Generators, Independent Power Producers	Other	0
2017	2	HI	Electric Generators, Independent Power Producers	Petroleum	5453
2017	2	HI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	6057
2017	2	HI	Electric Generators, Independent Power Producers	Other Biomass	0
2017	2	HI	Electric Generators, Independent Power Producers	Wind	56925
2017	2	HI	Electric Generators, Electric Utilities	Total	394346
2017	2	HI	Electric Generators, Electric Utilities	Hydroelectric Conventional	746
2017	2	HI	Electric Generators, Electric Utilities	Other	12473
2017	2	HI	Electric Generators, Electric Utilities	Petroleum	371728
2017	2	HI	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	2956
2017	2	HI	Electric Generators, Electric Utilities	Other Biomass	6443
2017	2	IA	Total Electric Power Industry	Total	3819467
2017	2	IA	Total Electric Power Industry	Coal	1207861
2017	2	IA	Total Electric Power Industry	Hydroelectric Conventional	90590
2017	2	IA	Total Electric Power Industry	Natural Gas	94400
2017	2	IA	Total Electric Power Industry	Nuclear	411012
2017	2	IA	Total Electric Power Industry	Other	18
2017	2	IA	Total Electric Power Industry	Petroleum	18356
2017	2	IA	Total Electric Power Industry	Solar Thermal and Photovoltaic	313
2017	2	IA	Total Electric Power Industry	Other Biomass	12877
2017	2	IA	Total Electric Power Industry	Wind	1984040
2017	2	IA	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2017	2	IA	Combined Heat and Power, Industrial Power	Total	143001
2017	2	IA	Combined Heat and Power, Industrial Power	Coal	124620
2017	2	IA	Combined Heat and Power, Industrial Power	Natural Gas	14206
2017	2	IA	Combined Heat and Power, Industrial Power	Other	18
2017	2	IA	Combined Heat and Power, Industrial Power	Petroleum	3
2017	2	IA	Combined Heat and Power, Industrial Power	Other Biomass	4155
2017	2	IA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2017	2	IA	Combined Heat and Power, Commercial Power	Total	13143
2017	2	IA	Combined Heat and Power, Commercial Power	Coal	7801
2017	2	IA	Combined Heat and Power, Commercial Power	Natural Gas	1987
2017	2	IA	Combined Heat and Power, Commercial Power	Petroleum	600
2017	2	IA	Combined Heat and Power, Commercial Power	Other Biomass	2250
2017	2	IA	Combined Heat and Power, Commercial Power	Wind	505
2017	2	IA	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2017	2	IA	Combined Heat and Power, Electric Power	Total	499
2017	2	IA	Combined Heat and Power, Electric Power	Other Biomass	499
2017	2	IA	Electric Generators, Independent Power Producers	Total	1102123
2017	2	IA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	575
2017	2	IA	Electric Generators, Independent Power Producers	Natural Gas	0
2017	2	IA	Electric Generators, Independent Power Producers	Nuclear	411012
2017	2	IA	Electric Generators, Independent Power Producers	Petroleum	28
2017	2	IA	Electric Generators, Independent Power Producers	Other Biomass	4141
2017	2	IA	Electric Generators, Independent Power Producers	Wind	686367
2017	2	IA	Electric Generators, Electric Utilities	Total	2560701
2017	2	IA	Electric Generators, Electric Utilities	Coal	1075440
2017	2	IA	Electric Generators, Electric Utilities	Hydroelectric Conventional	90015
2017	2	IA	Electric Generators, Electric Utilities	Natural Gas	78207
2017	2	IA	Electric Generators, Electric Utilities	Petroleum	17725
2017	2	IA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	313
2017	2	IA	Electric Generators, Electric Utilities	Other Biomass	1832
2017	2	IA	Electric Generators, Electric Utilities	Wind	1297168
2017	2	IA	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2017	2	ID	Total Electric Power Industry	Total	1213837
2017	2	ID	Total Electric Power Industry	Coal	2082
2017	2	ID	Total Electric Power Industry	Geothermal	5272
2017	2	ID	Total Electric Power Industry	Hydroelectric Conventional	792265
2017	2	ID	Total Electric Power Industry	Natural Gas	142605
2017	2	ID	Total Electric Power Industry	Other	5516
2017	2	ID	Total Electric Power Industry	Petroleum	0
2017	2	ID	Total Electric Power Industry	Solar Thermal and Photovoltaic	10199
2017	2	ID	Total Electric Power Industry	Other Biomass	9199
2017	2	ID	Total Electric Power Industry	Wind	216254
2017	2	ID	Total Electric Power Industry	Wood and Wood Derived Fuels	30444
2017	2	ID	Combined Heat and Power, Industrial Power	Total	47439
2017	2	ID	Combined Heat and Power, Industrial Power	Coal	2082
2017	2	ID	Combined Heat and Power, Industrial Power	Natural Gas	11441
2017	2	ID	Combined Heat and Power, Industrial Power	Other	5516
2017	2	ID	Combined Heat and Power, Industrial Power	Petroleum	0
2017	2	ID	Combined Heat and Power, Industrial Power	Other Biomass	850
2017	2	ID	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	27550
2017	2	ID	Combined Heat and Power, Commercial Power	Total	4025
2017	2	ID	Combined Heat and Power, Commercial Power	Natural Gas	3252
2017	2	ID	Combined Heat and Power, Commercial Power	Petroleum	0
2017	2	ID	Combined Heat and Power, Commercial Power	Other Biomass	773
2017	2	ID	Combined Heat and Power, Electric Power	Total	6162
2017	2	ID	Combined Heat and Power, Electric Power	Other Biomass	3268
2017	2	ID	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	2894
2017	2	ID	Electric Generators, Independent Power Producers	Total	350069
2017	2	ID	Electric Generators, Independent Power Producers	Geothermal	5272
2017	2	ID	Electric Generators, Independent Power Producers	Hydroelectric Conventional	69842
2017	2	ID	Electric Generators, Independent Power Producers	Natural Gas	45097
2017	2	ID	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	10199
2017	2	ID	Electric Generators, Independent Power Producers	Other Biomass	3404
2017	2	ID	Electric Generators, Independent Power Producers	Wind	216254
2017	2	ID	Electric Generators, Electric Utilities	Total	806142
2017	2	ID	Electric Generators, Electric Utilities	Hydroelectric Conventional	722423
2017	2	ID	Electric Generators, Electric Utilities	Natural Gas	82814
2017	2	ID	Electric Generators, Electric Utilities	Petroleum	0
2017	2	ID	Electric Generators, Electric Utilities	Other Biomass	904
2017	2	IL	Total Electric Power Industry	Total	13219560
2017	2	IL	Total Electric Power Industry	Coal	4069462
2017	2	IL	Total Electric Power Industry	Hydroelectric Conventional	11095
2017	2	IL	Total Electric Power Industry	Natural Gas	947726
2017	2	IL	Total Electric Power Industry	Nuclear	7040803
2017	2	IL	Total Electric Power Industry	Other Gases	19169
2017	2	IL	Total Electric Power Industry	Other	13390
2017	2	IL	Total Electric Power Industry	Petroleum	4710
2017	2	IL	Total Electric Power Industry	Solar Thermal and Photovoltaic	3344
2017	2	IL	Total Electric Power Industry	Other Biomass	39332
2017	2	IL	Total Electric Power Industry	Wind	1070529
2017	2	IL	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2017	2	IL	Combined Heat and Power, Industrial Power	Total	219473
2017	2	IL	Combined Heat and Power, Industrial Power	Coal	136779
2017	2	IL	Combined Heat and Power, Industrial Power	Natural Gas	47956
2017	2	IL	Combined Heat and Power, Industrial Power	Other Gases	19169
2017	2	IL	Combined Heat and Power, Industrial Power	Other	15569
2017	2	IL	Combined Heat and Power, Industrial Power	Petroleum	0
2017	2	IL	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2017	2	IL	Combined Heat and Power, Commercial Power	Total	26014
2017	2	IL	Combined Heat and Power, Commercial Power	Coal	3675
2017	2	IL	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	210
2017	2	IL	Combined Heat and Power, Commercial Power	Natural Gas	21636
2017	2	IL	Combined Heat and Power, Commercial Power	Petroleum	83
2017	2	IL	Combined Heat and Power, Commercial Power	Other Biomass	0
2017	2	IL	Combined Heat and Power, Commercial Power	Wind	410
2017	2	IL	Combined Heat and Power, Electric Power	Total	47504
2017	2	IL	Combined Heat and Power, Electric Power	Natural Gas	46873
2017	2	IL	Combined Heat and Power, Electric Power	Other Gases	0
2017	2	IL	Combined Heat and Power, Electric Power	Other Biomass	631
2017	2	IL	Electric Generators, Independent Power Producers	Total	12476773
2017	2	IL	Electric Generators, Independent Power Producers	Coal	3530605
2017	2	IL	Electric Generators, Independent Power Producers	Hydroelectric Conventional	6213
2017	2	IL	Electric Generators, Independent Power Producers	Natural Gas	787926
2017	2	IL	Electric Generators, Independent Power Producers	Nuclear	7040803
2017	2	IL	Electric Generators, Independent Power Producers	Other	-2179
2017	2	IL	Electric Generators, Independent Power Producers	Petroleum	4120
2017	2	IL	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	3190
2017	2	IL	Electric Generators, Independent Power Producers	Other Biomass	36994
2017	2	IL	Electric Generators, Independent Power Producers	Wind	1069101
2017	2	IL	Electric Generators, Electric Utilities	Total	449797
2017	2	IL	Electric Generators, Electric Utilities	Coal	398403
2017	2	IL	Electric Generators, Electric Utilities	Hydroelectric Conventional	4672
2017	2	IL	Electric Generators, Electric Utilities	Natural Gas	43335
2017	2	IL	Electric Generators, Electric Utilities	Petroleum	507
2017	2	IL	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	154
2017	2	IL	Electric Generators, Electric Utilities	Other Biomass	1707
2017	2	IL	Electric Generators, Electric Utilities	Wind	1018
2017	2	IN	Total Electric Power Industry	Total	7716882
2017	2	IN	Total Electric Power Industry	Coal	5549732
2017	2	IN	Total Electric Power Industry	Hydroelectric Conventional	35554
2017	2	IN	Total Electric Power Industry	Natural Gas	1375110
2017	2	IN	Total Electric Power Industry	Other Gases	277824
2017	2	IN	Total Electric Power Industry	Other	20355
2017	2	IN	Total Electric Power Industry	Petroleum	7277
2017	2	IN	Total Electric Power Industry	Solar Thermal and Photovoltaic	16490
2017	2	IN	Total Electric Power Industry	Other Biomass	34691
2017	2	IN	Total Electric Power Industry	Wind	399848
2017	2	IN	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2017	2	IN	Combined Heat and Power, Industrial Power	Total	391721
2017	2	IN	Combined Heat and Power, Industrial Power	Coal	0
2017	2	IN	Combined Heat and Power, Industrial Power	Natural Gas	89166
2017	2	IN	Combined Heat and Power, Industrial Power	Other Gases	276293
2017	2	IN	Combined Heat and Power, Industrial Power	Other	18712
2017	2	IN	Combined Heat and Power, Industrial Power	Petroleum	916
2017	2	IN	Combined Heat and Power, Industrial Power	Other Biomass	6634
2017	2	IN	Combined Heat and Power, Commercial Power	Total	20349
2017	2	IN	Combined Heat and Power, Commercial Power	Coal	0
2017	2	IN	Combined Heat and Power, Commercial Power	Natural Gas	16821
2017	2	IN	Combined Heat and Power, Commercial Power	Other	1643
2017	2	IN	Combined Heat and Power, Commercial Power	Petroleum	5
2017	2	IN	Combined Heat and Power, Commercial Power	Other Biomass	1711
2017	2	IN	Combined Heat and Power, Commercial Power	Wind	169
2017	2	IN	Combined Heat and Power, Electric Power	Total	424950
2017	2	IN	Combined Heat and Power, Electric Power	Coal	231066
2017	2	IN	Combined Heat and Power, Electric Power	Natural Gas	193884
2017	2	IN	Combined Heat and Power, Electric Power	Petroleum	0
2017	2	IN	Electric Generators, Independent Power Producers	Total	415807
2017	2	IN	Electric Generators, Independent Power Producers	Coal	0
2017	2	IN	Electric Generators, Independent Power Producers	Natural Gas	1791
2017	2	IN	Electric Generators, Independent Power Producers	Petroleum	0
2017	2	IN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	10292
2017	2	IN	Electric Generators, Independent Power Producers	Other Biomass	4045
2017	2	IN	Electric Generators, Independent Power Producers	Wind	399679
2017	2	IN	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	0
2017	2	IN	Electric Generators, Electric Utilities	Total	6464055
2017	2	IN	Electric Generators, Electric Utilities	Coal	5318666
2017	2	IN	Electric Generators, Electric Utilities	Hydroelectric Conventional	35554
2017	2	IN	Electric Generators, Electric Utilities	Natural Gas	1073448
2017	2	IN	Electric Generators, Electric Utilities	Other Gases	1531
2017	2	IN	Electric Generators, Electric Utilities	Other	0
2017	2	IN	Electric Generators, Electric Utilities	Petroleum	6356
2017	2	IN	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	6198
2017	2	IN	Electric Generators, Electric Utilities	Other Biomass	22302
2017	2	KS	Total Electric Power Industry	Total	3787574
2017	2	KS	Total Electric Power Industry	Coal	1422184
2017	2	KS	Total Electric Power Industry	Hydroelectric Conventional	2073
2017	2	KS	Total Electric Power Industry	Natural Gas	89964
2017	2	KS	Total Electric Power Industry	Nuclear	824017
2017	2	KS	Total Electric Power Industry	Other	448
2017	2	KS	Total Electric Power Industry	Petroleum	3435
2017	2	KS	Total Electric Power Industry	Solar Thermal and Photovoltaic	129
2017	2	KS	Total Electric Power Industry	Other Biomass	4494
2017	2	KS	Total Electric Power Industry	Wind	1440830
2017	2	KS	Combined Heat and Power, Industrial Power	Total	1530
2017	2	KS	Combined Heat and Power, Industrial Power	Natural Gas	1082
2017	2	KS	Combined Heat and Power, Industrial Power	Other	448
2017	2	KS	Combined Heat and Power, Commercial Power	Total	1179
2017	2	KS	Combined Heat and Power, Commercial Power	Wind	1179
2017	2	KS	Electric Generators, Independent Power Producers	Total	1372805
2017	2	KS	Electric Generators, Independent Power Producers	Hydroelectric Conventional	2073
2017	2	KS	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	129
2017	2	KS	Electric Generators, Independent Power Producers	Other Biomass	4494
2017	2	KS	Electric Generators, Independent Power Producers	Wind	1366109
2017	2	KS	Electric Generators, Electric Utilities	Total	2412059
2017	2	KS	Electric Generators, Electric Utilities	Coal	1422184
2017	2	KS	Electric Generators, Electric Utilities	Natural Gas	88882
2017	2	KS	Electric Generators, Electric Utilities	Nuclear	824017
2017	2	KS	Electric Generators, Electric Utilities	Petroleum	3435
2017	2	KS	Electric Generators, Electric Utilities	Wind	73542
2017	2	KY	Total Electric Power Industry	Total	5273425
2017	2	KY	Total Electric Power Industry	Coal	4458018
2017	2	KY	Total Electric Power Industry	Hydroelectric Conventional	317590
2017	2	KY	Total Electric Power Industry	Natural Gas	415324
2017	2	KY	Total Electric Power Industry	Other	3913
2017	2	KY	Total Electric Power Industry	Petroleum	42008
2017	2	KY	Total Electric Power Industry	Solar Thermal and Photovoltaic	1146
2017	2	KY	Total Electric Power Industry	Other Biomass	7874
2017	2	KY	Total Electric Power Industry	Wood and Wood Derived Fuels	27553
2017	2	KY	Combined Heat and Power, Industrial Power	Total	47955
2017	2	KY	Combined Heat and Power, Industrial Power	Natural Gas	20402
2017	2	KY	Combined Heat and Power, Industrial Power	Other Biomass	0
2017	2	KY	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	27553
2017	2	KY	Electric Generators, Independent Power Producers	Total	1615
2017	2	KY	Electric Generators, Independent Power Producers	Hydroelectric Conventional	807
2017	2	KY	Electric Generators, Independent Power Producers	Natural Gas	0
2017	2	KY	Electric Generators, Independent Power Producers	Other Biomass	808
2017	2	KY	Electric Generators, Electric Utilities	Total	5223856
2017	2	KY	Electric Generators, Electric Utilities	Coal	4458018
2017	2	KY	Electric Generators, Electric Utilities	Hydroelectric Conventional	316783
2017	2	KY	Electric Generators, Electric Utilities	Natural Gas	394923
2017	2	KY	Electric Generators, Electric Utilities	Other	3913
2017	2	KY	Electric Generators, Electric Utilities	Petroleum	42008
2017	2	KY	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	1146
2017	2	KY	Electric Generators, Electric Utilities	Other Biomass	7066
2017	2	KY	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2017	2	LA	Total Electric Power Industry	Total	6895269
2017	2	LA	Total Electric Power Industry	Coal	1013776
2017	2	LA	Total Electric Power Industry	Hydroelectric Conventional	92945
2017	2	LA	Total Electric Power Industry	Natural Gas	4176253
2017	2	LA	Total Electric Power Industry	Nuclear	775975
2017	2	LA	Total Electric Power Industry	Other Gases	178744
2017	2	LA	Total Electric Power Industry	Other	46760
2017	2	LA	Total Electric Power Industry	Petroleum	383514
2017	2	LA	Total Electric Power Industry	Other Biomass	6391
2017	2	LA	Total Electric Power Industry	Wood and Wood Derived Fuels	220911
2017	2	LA	Combined Heat and Power, Industrial Power	Total	2381647
2017	2	LA	Combined Heat and Power, Industrial Power	Coal	0
2017	2	LA	Combined Heat and Power, Industrial Power	Natural Gas	1918468
2017	2	LA	Combined Heat and Power, Industrial Power	Other Gases	178744
2017	2	LA	Combined Heat and Power, Industrial Power	Other	46760
2017	2	LA	Combined Heat and Power, Industrial Power	Petroleum	16765
2017	2	LA	Combined Heat and Power, Industrial Power	Other Biomass	0
2017	2	LA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	220911
2017	2	LA	Combined Heat and Power, Commercial Power	Total	14151
2017	2	LA	Combined Heat and Power, Commercial Power	Natural Gas	14151
2017	2	LA	Combined Heat and Power, Electric Power	Total	243943
2017	2	LA	Combined Heat and Power, Electric Power	Natural Gas	243943
2017	2	LA	Electric Generators, Independent Power Producers	Total	430014
2017	2	LA	Electric Generators, Independent Power Producers	Coal	322454
2017	2	LA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	92945
2017	2	LA	Electric Generators, Independent Power Producers	Natural Gas	8224
2017	2	LA	Electric Generators, Independent Power Producers	Petroleum	0
2017	2	LA	Electric Generators, Independent Power Producers	Other Biomass	6391
2017	2	LA	Electric Generators, Electric Utilities	Total	3825514
2017	2	LA	Electric Generators, Electric Utilities	Coal	691322
2017	2	LA	Electric Generators, Electric Utilities	Natural Gas	1991468
2017	2	LA	Electric Generators, Electric Utilities	Nuclear	775975
2017	2	LA	Electric Generators, Electric Utilities	Petroleum	366749
2017	2	MA	Total Electric Power Industry	Total	2476980
2017	2	MA	Total Electric Power Industry	Coal	350222
2017	2	MA	Total Electric Power Industry	Pumped Storage	-31163
2017	2	MA	Total Electric Power Industry	Hydroelectric Conventional	64058
2017	2	MA	Total Electric Power Industry	Natural Gas	1512799
2017	2	MA	Total Electric Power Industry	Nuclear	344134
2017	2	MA	Total Electric Power Industry	Other	59216
2017	2	MA	Total Electric Power Industry	Petroleum	28114
2017	2	MA	Total Electric Power Industry	Solar Thermal and Photovoltaic	42836
2017	2	MA	Total Electric Power Industry	Other Biomass	76449
2017	2	MA	Total Electric Power Industry	Wind	19210
2017	2	MA	Total Electric Power Industry	Wood and Wood Derived Fuels	11105
2017	2	MA	Combined Heat and Power, Industrial Power	Total	20244
2017	2	MA	Combined Heat and Power, Industrial Power	Coal	0
2017	2	MA	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	560
2017	2	MA	Combined Heat and Power, Industrial Power	Natural Gas	19548
2017	2	MA	Combined Heat and Power, Industrial Power	Other	0
2017	2	MA	Combined Heat and Power, Industrial Power	Petroleum	136
2017	2	MA	Combined Heat and Power, Industrial Power	Wind	0
2017	2	MA	Combined Heat and Power, Commercial Power	Total	40204
2017	2	MA	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	376
2017	2	MA	Combined Heat and Power, Commercial Power	Natural Gas	34001
2017	2	MA	Combined Heat and Power, Commercial Power	Petroleum	1380
2017	2	MA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	368
2017	2	MA	Combined Heat and Power, Commercial Power	Other Biomass	2127
2017	2	MA	Combined Heat and Power, Commercial Power	Wind	1951
2017	2	MA	Combined Heat and Power, Electric Power	Total	194859
2017	2	MA	Combined Heat and Power, Electric Power	Natural Gas	194859
2017	2	MA	Combined Heat and Power, Electric Power	Petroleum	0
2017	2	MA	Electric Generators, Independent Power Producers	Total	2201820
2017	2	MA	Electric Generators, Independent Power Producers	Coal	350222
2017	2	MA	Electric Generators, Independent Power Producers	Pumped Storage	-31163
2017	2	MA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	49618
2017	2	MA	Electric Generators, Independent Power Producers	Natural Gas	1264391
2017	2	MA	Electric Generators, Independent Power Producers	Nuclear	344134
2017	2	MA	Electric Generators, Independent Power Producers	Other	59216
2017	2	MA	Electric Generators, Independent Power Producers	Petroleum	26305
2017	2	MA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	41487
2017	2	MA	Electric Generators, Independent Power Producers	Other Biomass	74321
2017	2	MA	Electric Generators, Independent Power Producers	Wind	12184
2017	2	MA	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	11105
2017	2	MA	Electric Generators, Electric Utilities	Total	19853
2017	2	MA	Electric Generators, Electric Utilities	Hydroelectric Conventional	13504
2017	2	MA	Electric Generators, Electric Utilities	Natural Gas	0
2017	2	MA	Electric Generators, Electric Utilities	Petroleum	294
2017	2	MA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	981
2017	2	MA	Electric Generators, Electric Utilities	Wind	5075
2017	2	MD	Total Electric Power Industry	Total	2026843
2017	2	MD	Total Electric Power Industry	Coal	466848
2017	2	MD	Total Electric Power Industry	Hydroelectric Conventional	204501
2017	2	MD	Total Electric Power Industry	Natural Gas	366284
2017	2	MD	Total Electric Power Industry	Nuclear	853695
2017	2	MD	Total Electric Power Industry	Other	24332
2017	2	MD	Total Electric Power Industry	Petroleum	3945
2017	2	MD	Total Electric Power Industry	Solar Thermal and Photovoltaic	17086
2017	2	MD	Total Electric Power Industry	Other Biomass	32723
2017	2	MD	Total Electric Power Industry	Wind	46386
2017	2	MD	Total Electric Power Industry	Wood and Wood Derived Fuels	11043
2017	2	MD	Combined Heat and Power, Industrial Power	Total	25074
2017	2	MD	Combined Heat and Power, Industrial Power	Coal	7064
2017	2	MD	Combined Heat and Power, Industrial Power	Natural Gas	7639
2017	2	MD	Combined Heat and Power, Industrial Power	Petroleum	153
2017	2	MD	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	10217
2017	2	MD	Combined Heat and Power, Commercial Power	Total	38751
2017	2	MD	Combined Heat and Power, Commercial Power	Coal	0
2017	2	MD	Combined Heat and Power, Commercial Power	Natural Gas	36718
2017	2	MD	Combined Heat and Power, Commercial Power	Petroleum	16
2017	2	MD	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	318
2017	2	MD	Combined Heat and Power, Commercial Power	Other Biomass	874
2017	2	MD	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	825
2017	2	MD	Combined Heat and Power, Electric Power	Total	122896
2017	2	MD	Combined Heat and Power, Electric Power	Coal	70535
2017	2	MD	Combined Heat and Power, Electric Power	Natural Gas	23837
2017	2	MD	Combined Heat and Power, Electric Power	Other	13708
2017	2	MD	Combined Heat and Power, Electric Power	Petroleum	549
2017	2	MD	Combined Heat and Power, Electric Power	Other Biomass	14267
2017	2	MD	Electric Generators, Independent Power Producers	Total	1839584
2017	2	MD	Electric Generators, Independent Power Producers	Coal	389248
2017	2	MD	Electric Generators, Independent Power Producers	Hydroelectric Conventional	204501
2017	2	MD	Electric Generators, Independent Power Producers	Natural Gas	298090
2017	2	MD	Electric Generators, Independent Power Producers	Nuclear	853695
2017	2	MD	Electric Generators, Independent Power Producers	Other	10624
2017	2	MD	Electric Generators, Independent Power Producers	Petroleum	3111
2017	2	MD	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	16346
2017	2	MD	Electric Generators, Independent Power Producers	Other Biomass	17583
2017	2	MD	Electric Generators, Independent Power Producers	Wind	46386
2017	2	MD	Electric Generators, Electric Utilities	Total	537
2017	2	MD	Electric Generators, Electric Utilities	Natural Gas	0
2017	2	MD	Electric Generators, Electric Utilities	Petroleum	115
2017	2	MD	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	422
2017	2	ME	Total Electric Power Industry	Total	853405
2017	2	ME	Total Electric Power Industry	Coal	9934
2017	2	ME	Total Electric Power Industry	Hydroelectric Conventional	253623
2017	2	ME	Total Electric Power Industry	Natural Gas	122904
2017	2	ME	Total Electric Power Industry	Other	30167
2017	2	ME	Total Electric Power Industry	Petroleum	1750
2017	2	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	493
2017	2	ME	Total Electric Power Industry	Other Biomass	11904
2017	2	ME	Total Electric Power Industry	Wind	204434
2017	2	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	218196
2017	2	ME	Combined Heat and Power, Industrial Power	Total	157153
2017	2	ME	Combined Heat and Power, Industrial Power	Coal	1898
2017	2	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	28470
2017	2	ME	Combined Heat and Power, Industrial Power	Natural Gas	25429
2017	2	ME	Combined Heat and Power, Industrial Power	Other	12476
2017	2	ME	Combined Heat and Power, Industrial Power	Petroleum	516
2017	2	ME	Combined Heat and Power, Industrial Power	Other Biomass	592
2017	2	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	87772
2017	2	ME	Combined Heat and Power, Commercial Power	Total	13209
2017	2	ME	Combined Heat and Power, Commercial Power	Natural Gas	2007
2017	2	ME	Combined Heat and Power, Commercial Power	Other	5288
2017	2	ME	Combined Heat and Power, Commercial Power	Petroleum	83
2017	2	ME	Combined Heat and Power, Commercial Power	Other Biomass	5504
2017	2	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	328
2017	2	ME	Combined Heat and Power, Electric Power	Total	46510
2017	2	ME	Combined Heat and Power, Electric Power	Coal	8036
2017	2	ME	Combined Heat and Power, Electric Power	Natural Gas	156
2017	2	ME	Combined Heat and Power, Electric Power	Other	9774
2017	2	ME	Combined Heat and Power, Electric Power	Petroleum	719
2017	2	ME	Combined Heat and Power, Electric Power	Other Biomass	554
2017	2	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	27271
2017	2	ME	Electric Generators, Independent Power Producers	Total	636531
2017	2	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	225153
2017	2	ME	Electric Generators, Independent Power Producers	Natural Gas	95312
2017	2	ME	Electric Generators, Independent Power Producers	Other	2628
2017	2	ME	Electric Generators, Independent Power Producers	Petroleum	430
2017	2	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	493
2017	2	ME	Electric Generators, Independent Power Producers	Other Biomass	5255
2017	2	ME	Electric Generators, Independent Power Producers	Wind	204434
2017	2	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	102825
2017	2	ME	Electric Generators, Electric Utilities	Total	1
2017	2	ME	Electric Generators, Electric Utilities	Petroleum	1
2017	2	MI	Total Electric Power Industry	Total	8320145
2017	2	MI	Total Electric Power Industry	Coal	3053093
2017	2	MI	Total Electric Power Industry	Pumped Storage	-31922
2017	2	MI	Total Electric Power Industry	Hydroelectric Conventional	142786
2017	2	MI	Total Electric Power Industry	Natural Gas	1487753
2017	2	MI	Total Electric Power Industry	Nuclear	2800888
2017	2	MI	Total Electric Power Industry	Other Gases	142546
2017	2	MI	Total Electric Power Industry	Other	17646
2017	2	MI	Total Electric Power Industry	Petroleum	69444
2017	2	MI	Total Electric Power Industry	Solar Thermal and Photovoltaic	1187
2017	2	MI	Total Electric Power Industry	Other Biomass	76718
2017	2	MI	Total Electric Power Industry	Wind	443542
2017	2	MI	Total Electric Power Industry	Wood and Wood Derived Fuels	116463
2017	2	MI	Combined Heat and Power, Industrial Power	Total	98609
