YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2017	1	HI	Total Electric Power Industry	Other Gases	3165
2017	1	HI	Total Electric Power Industry	Other	32864
2017	1	HI	Total Electric Power Industry	Petroleum	590745
2017	1	HI	Total Electric Power Industry	Solar Thermal and Photovoltaic	8524
2017	1	HI	Total Electric Power Industry	Other Biomass	16937
2017	1	HI	Total Electric Power Industry	Wind	58109
2017	1	HI	Combined Heat and Power, Industrial Power	Total	25262
2017	1	HI	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	2663
2017	1	HI	Combined Heat and Power, Industrial Power	Other Gases	3165
2017	1	HI	Combined Heat and Power, Industrial Power	Petroleum	19434
2017	1	HI	Combined Heat and Power, Commercial Power	Total	31735
2017	1	HI	Combined Heat and Power, Commercial Power	Other	15454
2017	1	HI	Combined Heat and Power, Commercial Power	Petroleum	196
2017	1	HI	Combined Heat and Power, Commercial Power	Other Biomass	16085
2017	1	HI	Combined Heat and Power, Electric Power	Total	176014
2017	1	HI	Combined Heat and Power, Electric Power	Coal	66069
2017	1	HI	Combined Heat and Power, Electric Power	Other	618
2017	1	HI	Combined Heat and Power, Electric Power	Petroleum	109326
2017	1	HI	Combined Heat and Power, Electric Power	Other Biomass	0
2017	1	HI	Electric Generators, Independent Power Producers	Total	95973
2017	1	HI	Electric Generators, Independent Power Producers	Geothermal	21942
2017	1	HI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	2727
2017	1	HI	Electric Generators, Independent Power Producers	Other	0
2017	1	HI	Electric Generators, Independent Power Producers	Petroleum	7930
2017	1	HI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	5265
2017	1	HI	Electric Generators, Independent Power Producers	Other Biomass	0
2017	1	HI	Electric Generators, Independent Power Producers	Wind	58109
2017	1	HI	Electric Generators, Electric Utilities	Total	476568
2017	1	HI	Electric Generators, Electric Utilities	Hydroelectric Conventional	1806
2017	1	HI	Electric Generators, Electric Utilities	Other	16791
2017	1	HI	Electric Generators, Electric Utilities	Petroleum	453860
2017	1	HI	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	3259
2017	1	HI	Electric Generators, Electric Utilities	Other Biomass	852
2017	1	IA	Total Electric Power Industry	Total	5287940
2017	1	IA	Total Electric Power Industry	Coal	2864166
2017	1	IA	Total Electric Power Industry	Hydroelectric Conventional	102144
2017	1	IA	Total Electric Power Industry	Natural Gas	166811
2017	1	IA	Total Electric Power Industry	Nuclear	458665
2017	1	IA	Total Electric Power Industry	Other	0
2017	1	IA	Total Electric Power Industry	Petroleum	36572
2017	1	IA	Total Electric Power Industry	Solar Thermal and Photovoltaic	272
2017	1	IA	Total Electric Power Industry	Other Biomass	14710
2017	1	IA	Total Electric Power Industry	Wind	1644549
2017	1	IA	Total Electric Power Industry	Wood and Wood Derived Fuels	53
2017	1	IA	Combined Heat and Power, Industrial Power	Total	166600
2017	1	IA	Combined Heat and Power, Industrial Power	Coal	126822
2017	1	IA	Combined Heat and Power, Industrial Power	Natural Gas	29188
2017	1	IA	Combined Heat and Power, Industrial Power	Other	0
2017	1	IA	Combined Heat and Power, Industrial Power	Petroleum	6673
2017	1	IA	Combined Heat and Power, Industrial Power	Other Biomass	3917
2017	1	IA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2017	1	IA	Combined Heat and Power, Commercial Power	Total	19162
2017	1	IA	Combined Heat and Power, Commercial Power	Coal	9753
2017	1	IA	Combined Heat and Power, Commercial Power	Natural Gas	3948
2017	1	IA	Combined Heat and Power, Commercial Power	Petroleum	1134
2017	1	IA	Combined Heat and Power, Commercial Power	Other Biomass	3936
2017	1	IA	Combined Heat and Power, Commercial Power	Wind	339
2017	1	IA	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	53
2017	1	IA	Combined Heat and Power, Electric Power	Total	530
2017	1	IA	Combined Heat and Power, Electric Power	Other Biomass	530
2017	1	IA	Electric Generators, Independent Power Producers	Total	1030207
2017	1	IA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	467
2017	1	IA	Electric Generators, Independent Power Producers	Natural Gas	0
2017	1	IA	Electric Generators, Independent Power Producers	Nuclear	458665
2017	1	IA	Electric Generators, Independent Power Producers	Petroleum	43
2017	1	IA	Electric Generators, Independent Power Producers	Other Biomass	4421
2017	1	IA	Electric Generators, Independent Power Producers	Wind	566612
2017	1	IA	Electric Generators, Electric Utilities	Total	4071441
2017	1	IA	Electric Generators, Electric Utilities	Coal	2727591
2017	1	IA	Electric Generators, Electric Utilities	Hydroelectric Conventional	101677
2017	1	IA	Electric Generators, Electric Utilities	Natural Gas	133674
2017	1	IA	Electric Generators, Electric Utilities	Petroleum	28722
2017	1	IA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	272
2017	1	IA	Electric Generators, Electric Utilities	Other Biomass	1905
2017	1	IA	Electric Generators, Electric Utilities	Wind	1077598
2017	1	IA	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2017	1	ID	Total Electric Power Industry	Total	1394871
2017	1	ID	Total Electric Power Industry	Coal	2374
2017	1	ID	Total Electric Power Industry	Geothermal	5942
2017	1	ID	Total Electric Power Industry	Hydroelectric Conventional	890836
2017	1	ID	Total Electric Power Industry	Natural Gas	259252
2017	1	ID	Total Electric Power Industry	Other	3233
2017	1	ID	Total Electric Power Industry	Petroleum	0
2017	1	ID	Total Electric Power Industry	Solar Thermal and Photovoltaic	8943
2017	1	ID	Total Electric Power Industry	Other Biomass	10300
2017	1	ID	Total Electric Power Industry	Wind	180269
2017	1	ID	Total Electric Power Industry	Wood and Wood Derived Fuels	33722
2017	1	ID	Combined Heat and Power, Industrial Power	Total	52524
2017	1	ID	Combined Heat and Power, Industrial Power	Coal	2374
2017	1	ID	Combined Heat and Power, Industrial Power	Natural Gas	16921
2017	1	ID	Combined Heat and Power, Industrial Power	Other	3233
2017	1	ID	Combined Heat and Power, Industrial Power	Petroleum	0
2017	1	ID	Combined Heat and Power, Industrial Power	Other Biomass	915
2017	1	ID	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	29082
2017	1	ID	Combined Heat and Power, Commercial Power	Total	4636
2017	1	ID	Combined Heat and Power, Commercial Power	Natural Gas	3694
2017	1	ID	Combined Heat and Power, Commercial Power	Petroleum	0
2017	1	ID	Combined Heat and Power, Commercial Power	Other Biomass	942
2017	1	ID	Combined Heat and Power, Electric Power	Total	8215
2017	1	ID	Combined Heat and Power, Electric Power	Other Biomass	3575
2017	1	ID	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	4640
2017	1	ID	Electric Generators, Independent Power Producers	Total	382468
2017	1	ID	Electric Generators, Independent Power Producers	Geothermal	5942
2017	1	ID	Electric Generators, Independent Power Producers	Hydroelectric Conventional	78443
2017	1	ID	Electric Generators, Independent Power Producers	Natural Gas	104996
2017	1	ID	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	8943
2017	1	ID	Electric Generators, Independent Power Producers	Other Biomass	3876
2017	1	ID	Electric Generators, Independent Power Producers	Wind	180269
2017	1	ID	Electric Generators, Electric Utilities	Total	947027
2017	1	ID	Electric Generators, Electric Utilities	Hydroelectric Conventional	812394
2017	1	ID	Electric Generators, Electric Utilities	Natural Gas	133642
2017	1	ID	Electric Generators, Electric Utilities	Petroleum	0
2017	1	ID	Electric Generators, Electric Utilities	Other Biomass	992
2017	1	IL	Total Electric Power Industry	Total	16523439
2017	1	IL	Total Electric Power Industry	Coal	5788790
2017	1	IL	Total Electric Power Industry	Hydroelectric Conventional	11300
2017	1	IL	Total Electric Power Industry	Natural Gas	933866
2017	1	IL	Total Electric Power Industry	Nuclear	8781276
2017	1	IL	Total Electric Power Industry	Other Gases	16856
2017	1	IL	Total Electric Power Industry	Other	21025
2017	1	IL	Total Electric Power Industry	Petroleum	5631
2017	1	IL	Total Electric Power Industry	Solar Thermal and Photovoltaic	1860
2017	1	IL	Total Electric Power Industry	Other Biomass	44653
2017	1	IL	Total Electric Power Industry	Wind	918181
2017	1	IL	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2017	1	IL	Combined Heat and Power, Industrial Power	Total	259585
2017	1	IL	Combined Heat and Power, Industrial Power	Coal	160862
2017	1	IL	Combined Heat and Power, Industrial Power	Natural Gas	58708
2017	1	IL	Combined Heat and Power, Industrial Power	Other Gases	16856
2017	1	IL	Combined Heat and Power, Industrial Power	Other	23159
2017	1	IL	Combined Heat and Power, Industrial Power	Petroleum	0
2017	1	IL	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2017	1	IL	Combined Heat and Power, Commercial Power	Total	31854
2017	1	IL	Combined Heat and Power, Commercial Power	Coal	3939
2017	1	IL	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	53
2017	1	IL	Combined Heat and Power, Commercial Power	Natural Gas	27440
2017	1	IL	Combined Heat and Power, Commercial Power	Petroleum	79
2017	1	IL	Combined Heat and Power, Commercial Power	Other Biomass	0
2017	1	IL	Combined Heat and Power, Commercial Power	Wind	343
2017	1	IL	Combined Heat and Power, Electric Power	Total	51356
2017	1	IL	Combined Heat and Power, Electric Power	Natural Gas	50425
2017	1	IL	Combined Heat and Power, Electric Power	Other Gases	0
2017	1	IL	Combined Heat and Power, Electric Power	Other Biomass	931
2017	1	IL	Electric Generators, Independent Power Producers	Total	15757013
2017	1	IL	Electric Generators, Independent Power Producers	Coal	5263515
2017	1	IL	Electric Generators, Independent Power Producers	Hydroelectric Conventional	8101
2017	1	IL	Electric Generators, Independent Power Producers	Natural Gas	741190
2017	1	IL	Electric Generators, Independent Power Producers	Nuclear	8781276
2017	1	IL	Electric Generators, Independent Power Producers	Other	-2134
2017	1	IL	Electric Generators, Independent Power Producers	Petroleum	4660
2017	1	IL	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1789
2017	1	IL	Electric Generators, Independent Power Producers	Other Biomass	41726
2017	1	IL	Electric Generators, Independent Power Producers	Wind	916891
2017	1	IL	Electric Generators, Electric Utilities	Total	423632
2017	1	IL	Electric Generators, Electric Utilities	Coal	360474
2017	1	IL	Electric Generators, Electric Utilities	Hydroelectric Conventional	3146
2017	1	IL	Electric Generators, Electric Utilities	Natural Gas	56103
2017	1	IL	Electric Generators, Electric Utilities	Petroleum	892
2017	1	IL	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	71
2017	1	IL	Electric Generators, Electric Utilities	Other Biomass	1997
2017	1	IL	Electric Generators, Electric Utilities	Wind	948
2017	1	IN	Total Electric Power Industry	Total	9510583
2017	1	IN	Total Electric Power Industry	Coal	7287680
2017	1	IN	Total Electric Power Industry	Hydroelectric Conventional	39847
2017	1	IN	Total Electric Power Industry	Natural Gas	1505986
2017	1	IN	Total Electric Power Industry	Other Gases	227673
2017	1	IN	Total Electric Power Industry	Other	18663
2017	1	IN	Total Electric Power Industry	Petroleum	9602
2017	1	IN	Total Electric Power Industry	Solar Thermal and Photovoltaic	14125
2017	1	IN	Total Electric Power Industry	Other Biomass	38533
2017	1	IN	Total Electric Power Industry	Wind	368476
2017	1	IN	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2017	1	IN	Combined Heat and Power, Industrial Power	Total	358505
2017	1	IN	Combined Heat and Power, Industrial Power	Coal	0
2017	1	IN	Combined Heat and Power, Industrial Power	Natural Gas	106472
2017	1	IN	Combined Heat and Power, Industrial Power	Other Gases	226750
2017	1	IN	Combined Heat and Power, Industrial Power	Other	16818
2017	1	IN	Combined Heat and Power, Industrial Power	Petroleum	1252
2017	1	IN	Combined Heat and Power, Industrial Power	Other Biomass	7213
2017	1	IN	Combined Heat and Power, Commercial Power	Total	20731
2017	1	IN	Combined Heat and Power, Commercial Power	Coal	1930
2017	1	IN	Combined Heat and Power, Commercial Power	Natural Gas	14836
2017	1	IN	Combined Heat and Power, Commercial Power	Other	1845
2017	1	IN	Combined Heat and Power, Commercial Power	Petroleum	16
2017	1	IN	Combined Heat and Power, Commercial Power	Other Biomass	1920
2017	1	IN	Combined Heat and Power, Commercial Power	Wind	184
2017	1	IN	Combined Heat and Power, Electric Power	Total	530080
2017	1	IN	Combined Heat and Power, Electric Power	Coal	307807
2017	1	IN	Combined Heat and Power, Electric Power	Natural Gas	222274
2017	1	IN	Combined Heat and Power, Electric Power	Petroleum	0
2017	1	IN	Electric Generators, Independent Power Producers	Total	390022
2017	1	IN	Electric Generators, Independent Power Producers	Coal	0
2017	1	IN	Electric Generators, Independent Power Producers	Natural Gas	8597
2017	1	IN	Electric Generators, Independent Power Producers	Petroleum	0
2017	1	IN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	8988
2017	1	IN	Electric Generators, Independent Power Producers	Other Biomass	4145
2017	1	IN	Electric Generators, Independent Power Producers	Wind	368292
2017	1	IN	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	0
2017	1	IN	Electric Generators, Electric Utilities	Total	8211246
2017	1	IN	Electric Generators, Electric Utilities	Coal	6977943
2017	1	IN	Electric Generators, Electric Utilities	Hydroelectric Conventional	39847
2017	1	IN	Electric Generators, Electric Utilities	Natural Gas	1153807
2017	1	IN	Electric Generators, Electric Utilities	Other Gases	922
2017	1	IN	Electric Generators, Electric Utilities	Other	0
2017	1	IN	Electric Generators, Electric Utilities	Petroleum	8334
2017	1	IN	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	5137
2017	1	IN	Electric Generators, Electric Utilities	Other Biomass	25256
2017	1	KS	Total Electric Power Industry	Total	4452877
2017	1	KS	Total Electric Power Industry	Coal	1992835
2017	1	KS	Total Electric Power Industry	Hydroelectric Conventional	3410
2017	1	KS	Total Electric Power Industry	Natural Gas	108954
2017	1	KS	Total Electric Power Industry	Nuclear	912867
2017	1	KS	Total Electric Power Industry	Other	1
2017	1	KS	Total Electric Power Industry	Petroleum	4270
2017	1	KS	Total Electric Power Industry	Solar Thermal and Photovoltaic	100
2017	1	KS	Total Electric Power Industry	Other Biomass	5166
2017	1	KS	Total Electric Power Industry	Wind	1425274
2017	1	KS	Combined Heat and Power, Industrial Power	Total	3544
2017	1	KS	Combined Heat and Power, Industrial Power	Natural Gas	3543
2017	1	KS	Combined Heat and Power, Industrial Power	Other	1
2017	1	KS	Combined Heat and Power, Commercial Power	Total	1173
2017	1	KS	Combined Heat and Power, Commercial Power	Wind	1173
2017	1	KS	Electric Generators, Independent Power Producers	Total	1355709
2017	1	KS	Electric Generators, Independent Power Producers	Hydroelectric Conventional	3410
2017	1	KS	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	100
2017	1	KS	Electric Generators, Independent Power Producers	Other Biomass	5166
2017	1	KS	Electric Generators, Independent Power Producers	Wind	1347033
2017	1	KS	Electric Generators, Electric Utilities	Total	3092452
2017	1	KS	Electric Generators, Electric Utilities	Coal	1992835
2017	1	KS	Electric Generators, Electric Utilities	Natural Gas	105411
2017	1	KS	Electric Generators, Electric Utilities	Nuclear	912867
2017	1	KS	Electric Generators, Electric Utilities	Petroleum	4270
2017	1	KS	Electric Generators, Electric Utilities	Wind	77068
2017	1	KY	Total Electric Power Industry	Total	6984550
2017	1	KY	Total Electric Power Industry	Coal	5998825
2017	1	KY	Total Electric Power Industry	Hydroelectric Conventional	368698
2017	1	KY	Total Electric Power Industry	Natural Gas	468894
2017	1	KY	Total Electric Power Industry	Other	28
2017	1	KY	Total Electric Power Industry	Petroleum	109982
2017	1	KY	Total Electric Power Industry	Solar Thermal and Photovoltaic	511
