U.S. Department of Energy, The Energy Information Administration (EIA)					
Monthly Fuel Consumption Data by State, Producer Sector and Energy Source; Months Through December 2019					
Sources: EIA-923 Report					
					
YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	CONSUMPTION
2019	11	WY	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	567
2019	11	WY	Electric Generators, Electric Utilities	Coal (Short Tons)	1,631,860
2019	11	WY	Electric Generators, Electric Utilities	Natural Gas (Mcf)	276,369
2019	11	WY	Electric Generators, Electric Utilities	Petroleum (Barrels)	6,957
2019	12	AK	Total Electric Power Industry	Coal (Short Tons)	49,918
2019	12	AK	Total Electric Power Industry	Natural Gas (Mcf)	3,017,835
2019	12	AK	Total Electric Power Industry	Petroleum (Barrels)	158,889
2019	12	AK	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	27,242
2019	12	AK	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	4,309
2019	12	AK	Combined Heat and Power, Commercial Power	Coal (Short Tons)	2,383
2019	12	AK	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	13
2019	12	AK	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	1,119
2019	12	AK	Combined Heat and Power, Electric Power	Coal (Short Tons)	11,976
2019	12	AK	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	AK	Electric Generators, Electric Utilities	Coal (Short Tons)	35,559
2019	12	AK	Electric Generators, Electric Utilities	Natural Gas (Mcf)	2,990,580
2019	12	AK	Electric Generators, Electric Utilities	Petroleum (Barrels)	153,461
2019	12	AL	Total Electric Power Industry	Coal (Short Tons)	1,087,200
2019	12	AL	Total Electric Power Industry	Natural Gas (Mcf)	26,639,856
2019	12	AL	Total Electric Power Industry	Other Gases (Billion Btu)	3
2019	12	AL	Total Electric Power Industry	Petroleum (Barrels)	1,293
2019	12	AL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	295
2019	12	AL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	642,990
2019	12	AL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	3
2019	12	AL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	450
2019	12	AL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,697,591
2019	12	AL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	16,171,342
2019	12	AL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	128
2019	12	AL	Electric Generators, Electric Utilities	Coal (Short Tons)	1,086,905
2019	12	AL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	8,127,933
2019	12	AL	Electric Generators, Electric Utilities	Petroleum (Barrels)	715
2019	12	AR	Total Electric Power Industry	Coal (Short Tons)	1,111,919
2019	12	AR	Total Electric Power Industry	Natural Gas (Mcf)	8,828,771
2019	12	AR	Total Electric Power Industry	Petroleum (Barrels)	6,708
2019	12	AR	Combined Heat and Power, Industrial Power	Coal (Short Tons)	645
2019	12	AR	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	105,382
2019	12	AR	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	12	AR	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	37,294
2019	12	AR	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	652,866
2019	12	AR	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	AR	Electric Generators, Independent Power Producers	Coal (Short Tons)	205,362
2019	12	AR	Electric Generators, Independent Power Producers	Petroleum (Barrels)	279
2019	12	AR	Electric Generators, Electric Utilities	Coal (Short Tons)	905,912
2019	12	AR	Electric Generators, Electric Utilities	Natural Gas (Mcf)	8,033,229
2019	12	AR	Electric Generators, Electric Utilities	Petroleum (Barrels)	6,429
2019	12	AZ	Total Electric Power Industry	Coal (Short Tons)	697,195
2019	12	AZ	Total Electric Power Industry	Natural Gas (Mcf)	31,191,923
2019	12	AZ	Total Electric Power Industry	Petroleum (Barrels)	20,667
2019	12	AZ	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	48,582
2019	12	AZ	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	4
2019	12	AZ	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	5,983
2019	12	AZ	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	AZ	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	9,530,781
2019	12	AZ	Electric Generators, Electric Utilities	Coal (Short Tons)	697,195
2019	12	AZ	Electric Generators, Electric Utilities	Natural Gas (Mcf)	21,606,577
2019	12	AZ	Electric Generators, Electric Utilities	Petroleum (Barrels)	20,663
2019	12	CA	Total Electric Power Industry	Coal (Short Tons)	5,349
2019	12	CA	Total Electric Power Industry	Geothermal (Billion Btu)	8,149
2019	12	CA	Total Electric Power Industry	Natural Gas (Mcf)	59,881,312
2019	12	CA	Total Electric Power Industry	Other Gases (Billion Btu)	570
2019	12	CA	Total Electric Power Industry	Petroleum (Barrels)	8,481
2019	12	CA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	5,349
2019	12	CA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	5,615,060
2019	12	CA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	570
2019	12	CA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	508
2019	12	CA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	833,528
2019	12	CA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	48
2019	12	CA	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	12	CA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	6,905,849
2019	12	CA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	CA	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	7,798
2019	12	CA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	25,713,194
2019	12	CA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	1,743
2019	12	CA	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	351
2019	12	CA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	20,813,681
2019	12	CA	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	0
2019	12	CA	Electric Generators, Electric Utilities	Petroleum (Barrels)	6,182
2019	12	CO	Total Electric Power Industry	Coal (Short Tons)	1,402,874
2019	12	CO	Total Electric Power Industry	Natural Gas (Mcf)	10,871,282
2019	12	CO	Total Electric Power Industry	Petroleum (Barrels)	1,760
2019	12	CO	Combined Heat and Power, Industrial Power	Coal (Short Tons)	174
2019	12	CO	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	29,265
2019	12	CO	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	2
2019	12	CO	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	20,124
2019	12	CO	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	12	CO	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	12	CO	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	76,242
2019	12	CO	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	CO	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,100,993
2019	12	CO	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	12	CO	Electric Generators, Electric Utilities	Coal (Short Tons)	1,402,700
2019	12	CO	Electric Generators, Electric Utilities	Natural Gas (Mcf)	9,644,658
2019	12	CO	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,758
2019	12	CT	Total Electric Power Industry	Coal (Short Tons)	0
2019	12	CT	Total Electric Power Industry	Natural Gas (Mcf)	14,990,558
2019	12	CT	Total Electric Power Industry	Petroleum (Barrels)	18,049
2019	12	CT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	399,119
2019	12	CT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	290
2019	12	CT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	193,610
2019	12	CT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	487
2019	12	CT	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	62,735
2019	12	CT	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	CT	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	12	CT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	14,309,219
2019	12	CT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	16,574
2019	12	CT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	25,875
2019	12	CT	Electric Generators, Electric Utilities	Petroleum (Barrels)	698
2019	12	DC	Total Electric Power Industry	Natural Gas (Mcf)	65,575
2019	12	DC	Total Electric Power Industry	Petroleum (Barrels)	0
2019	12	DC	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	65,575
2019	12	DC	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	12	DE	Total Electric Power Industry	Coal (Short Tons)	0
2019	12	DE	Total Electric Power Industry	Natural Gas (Mcf)	1,300,077
2019	12	DE	Total Electric Power Industry	Other Gases (Billion Btu)	57
2019	12	DE	Total Electric Power Industry	Petroleum (Barrels)	5,364
2019	12	DE	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	446,760
2019	12	DE	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	57
2019	12	DE	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	12	DE	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	12	DE	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	35,586
2019	12	DE	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	DE	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	12	DE	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	800,075
2019	12	DE	Electric Generators, Independent Power Producers	Petroleum (Barrels)	5,271
2019	12	DE	Electric Generators, Electric Utilities	Natural Gas (Mcf)	17,656
2019	12	DE	Electric Generators, Electric Utilities	Petroleum (Barrels)	93
2019	12	FL	Total Electric Power Industry	Coal (Short Tons)	572,987
2019	12	FL	Total Electric Power Industry	Natural Gas (Mcf)	91,655,818
2019	12	FL	Total Electric Power Industry	Other Gases (Billion Btu)	0
2019	12	FL	Total Electric Power Industry	Petroleum (Barrels)	226,621
2019	12	FL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	909
2019	12	FL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	757,302
2019	12	FL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	0
2019	12	FL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	754
2019	12	FL	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	10,447
2019	12	FL	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	12	FL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,240,495
2019	12	FL	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	FL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,977,662
2019	12	FL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	19,189
2019	12	FL	Electric Generators, Electric Utilities	Coal (Short Tons)	572,078
2019	12	FL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	87,669,912
2019	12	FL	Electric Generators, Electric Utilities	Petroleum (Barrels)	206,678
2019	12	GA	Total Electric Power Industry	Coal (Short Tons)	793,128
2019	12	GA	Total Electric Power Industry	Natural Gas (Mcf)	32,060,103
2019	12	GA	Total Electric Power Industry	Petroleum (Barrels)	29,524
2019	12	GA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	3,094
2019	12	GA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	371,524
2019	12	GA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	14,653
2019	12	GA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2019	12	GA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	91
2019	12	GA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	2,421
2019	12	GA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	74
2019	12	GA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	5,414,602
2019	12	GA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	1,125
2019	12	GA	Electric Generators, Electric Utilities	Coal (Short Tons)	790,034
2019	12	GA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	26,271,556
2019	12	GA	Electric Generators, Electric Utilities	Petroleum (Barrels)	13,581
2019	12	HI	Total Electric Power Industry	Coal (Short Tons)	58,968
2019	12	HI	Total Electric Power Industry	Geothermal (Billion Btu)	21
2019	12	HI	Total Electric Power Industry	Other Gases (Billion Btu)	2
2019	12	HI	Total Electric Power Industry	Petroleum (Barrels)	951,339
2019	12	HI	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	2
2019	12	HI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	18,171
2019	12	HI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	1,283
2019	12	HI	Combined Heat and Power, Electric Power	Coal (Short Tons)	58,968
2019	12	HI	Combined Heat and Power, Electric Power	Petroleum (Barrels)	151,261
2019	12	HI	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	21
2019	12	HI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	45,470
2019	12	HI	Electric Generators, Electric Utilities	Petroleum (Barrels)	735,154
2019	12	IA	Total Electric Power Industry	Coal (Short Tons)	860,899
2019	12	IA	Total Electric Power Industry	Natural Gas (Mcf)	4,665,029
2019	12	IA	Total Electric Power Industry	Petroleum (Barrels)	10,511
2019	12	IA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	40,989
2019	12	IA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	166,763
2019	12	IA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	3,520
2019	12	IA	Combined Heat and Power, Commercial Power	Coal (Short Tons)	1,644
2019	12	IA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	47,359
2019	12	IA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	796
2019	12	IA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	6,606
2019	12	IA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	0
2019	12	IA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	484
2019	12	IA	Electric Generators, Electric Utilities	Coal (Short Tons)	818,266
2019	12	IA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,444,301
2019	12	IA	Electric Generators, Electric Utilities	Petroleum (Barrels)	5,711
2019	12	ID	Total Electric Power Industry	Coal (Short Tons)	336
2019	12	ID	Total Electric Power Industry	Geothermal (Billion Btu)	59
2019	12	ID	Total Electric Power Industry	Natural Gas (Mcf)	3,297,230
2019	12	ID	Total Electric Power Industry	Petroleum (Barrels)	112
2019	12	ID	Combined Heat and Power, Industrial Power	Coal (Short Tons)	336
2019	12	ID	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	80,898
2019	12	ID	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	12	ID	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	14,951
2019	12	ID	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	112
2019	12	ID	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	59
2019	12	ID	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,338,287
2019	12	ID	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,863,094
2019	12	ID	Electric Generators, Electric Utilities	Petroleum (Barrels)	0
2019	12	IL	Total Electric Power Industry	Coal (Short Tons)	1,808,580
2019	12	IL	Total Electric Power Industry	Natural Gas (Mcf)	11,437,741
2019	12	IL	Total Electric Power Industry	Other Gases (Billion Btu)	168
2019	12	IL	Total Electric Power Industry	Petroleum (Barrels)	4,560
2019	12	IL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	42,113
2019	12	IL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	337,974
2019	12	IL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	168
2019	12	IL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	12	IL	Combined Heat and Power, Commercial Power	Coal (Short Tons)	713
2019	12	IL	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	181,274
2019	12	IL	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	22
2019	12	IL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	359,246
2019	12	IL	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	0
2019	12	IL	Electric Generators, Independent Power Producers	Coal (Short Tons)	1,616,032
2019	12	IL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	9,634,903
2019	12	IL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	3,576
2019	12	IL	Electric Generators, Electric Utilities	Coal (Short Tons)	149,722
2019	12	IL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	924,344
2019	12	IL	Electric Generators, Electric Utilities	Petroleum (Barrels)	962
2019	12	IN	Total Electric Power Industry	Coal (Short Tons)	1,970,974
2019	12	IN	Total Electric Power Industry	Natural Gas (Mcf)	21,402,373
2019	12	IN	Total Electric Power Industry	Other Gases (Billion Btu)	883
2019	12	IN	Total Electric Power Industry	Petroleum (Barrels)	12,008
2019	12	IN	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	12	IN	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	1,145,401
2019	12	IN	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	883
2019	12	IN	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	700
2019	12	IN	Combined Heat and Power, Commercial Power	Coal (Short Tons)	953
2019	12	IN	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	81,303
2019	12	IN	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	22
2019	12	IN	Combined Heat and Power, Electric Power	Coal (Short Tons)	166,291
2019	12	IN	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	2,308,367
2019	12	IN	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	IN	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	12	IN	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	8,151,964
2019	12	IN	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	12	IN	Electric Generators, Electric Utilities	Coal (Short Tons)	1,803,730
2019	12	IN	Electric Generators, Electric Utilities	Natural Gas (Mcf)	9,715,338
2019	12	IN	Electric Generators, Electric Utilities	Petroleum (Barrels)	11,286
2019	12	KS	Total Electric Power Industry	Coal (Short Tons)	915,083
2019	12	KS	Total Electric Power Industry	Natural Gas (Mcf)	1,348,057
2019	12	KS	Total Electric Power Industry	Petroleum (Barrels)	14,052
2019	12	KS	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	91,881
2019	12	KS	Electric Generators, Electric Utilities	Coal (Short Tons)	915,083
2019	12	KS	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,256,176
2019	12	KS	Electric Generators, Electric Utilities	Petroleum (Barrels)	14,052
2019	12	KY	Total Electric Power Industry	Coal (Short Tons)	1,945,467
2019	12	KY	Total Electric Power Industry	Natural Gas (Mcf)	8,488,861
2019	12	KY	Total Electric Power Industry	Petroleum (Barrels)	19,700
2019	12	KY	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	90,056
2019	12	KY	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	365,175
2019	12	KY	Electric Generators, Electric Utilities	Coal (Short Tons)	1,945,467
2019	12	KY	Electric Generators, Electric Utilities	Natural Gas (Mcf)	8,033,630
2019	12	KY	Electric Generators, Electric Utilities	Petroleum (Barrels)	19,700
2019	12	LA	Total Electric Power Industry	Coal (Short Tons)	234,304
2019	12	LA	Total Electric Power Industry	Natural Gas (Mcf)	34,470,058
2019	12	LA	Total Electric Power Industry	Other Gases (Billion Btu)	1,503
2019	12	LA	Total Electric Power Industry	Petroleum (Barrels)	297,777
2019	12	LA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	12	LA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	13,943,048
2019	12	LA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	1,503
2019	12	LA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	12	LA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	71,606
2019	12	LA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,264,830
2019	12	LA	Electric Generators, Independent Power Producers	Coal (Short Tons)	81,755
2019	12	LA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	617,783
2019	12	LA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	12	LA	Electric Generators, Electric Utilities	Coal (Short Tons)	152,549
2019	12	LA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	18,572,791
2019	12	LA	Electric Generators, Electric Utilities	Petroleum (Barrels)	297,777
2019	12	MA	Total Electric Power Industry	Coal (Short Tons)	0
2019	12	MA	Total Electric Power Industry	Natural Gas (Mcf)	10,984,561
2019	12	MA	Total Electric Power Industry	Petroleum (Barrels)	27,805
2019	12	MA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	12	MA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	119,108
2019	12	MA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	69
2019	12	MA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	276,512
2019	12	MA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	337
2019	12	MA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	944,834
2019	12	MA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	MA	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	12	MA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	9,603,193
2019	12	MA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	25,633
2019	12	MA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	40,914
2019	12	MA	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,766
2019	12	MD	Total Electric Power Industry	Coal (Short Tons)	150,808
2019	12	MD	Total Electric Power Industry	Natural Gas (Mcf)	6,783,492
2019	12	MD	Total Electric Power Industry	Petroleum (Barrels)	13,196
2019	12	MD	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	17,640
2019	12	MD	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	24
2019	12	MD	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	12	MD	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	734,378
2019	12	MD	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	34
2019	12	MD	Combined Heat and Power, Electric Power	Coal (Short Tons)	36,518
2019	12	MD	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	364,342
2019	12	MD	Combined Heat and Power, Electric Power	Petroleum (Barrels)	111
2019	12	MD	Electric Generators, Independent Power Producers	Coal (Short Tons)	114,290
2019	12	MD	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	5,117,632
2019	12	MD	Electric Generators, Independent Power Producers	Petroleum (Barrels)	12,694
2019	12	MD	Electric Generators, Electric Utilities	Natural Gas (Mcf)	549,500
2019	12	MD	Electric Generators, Electric Utilities	Petroleum (Barrels)	333
2019	12	ME	Total Electric Power Industry	Coal (Short Tons)	1,578
2019	12	ME	Total Electric Power Industry	Natural Gas (Mcf)	762,487
2019	12	ME	Total Electric Power Industry	Petroleum (Barrels)	2,725
2019	12	ME	Combined Heat and Power, Industrial Power	Coal (Short Tons)	315
2019	12	ME	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	165,103
2019	12	ME	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	449
2019	12	ME	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	12,130
2019	12	ME	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	1,198
2019	12	ME	Combined Heat and Power, Electric Power	Coal (Short Tons)	1,263
2019	12	ME	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	0
2019	12	ME	Combined Heat and Power, Electric Power	Petroleum (Barrels)	1,008
2019	12	ME	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	12	ME	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	585,254
2019	12	ME	Electric Generators, Independent Power Producers	Petroleum (Barrels)	70
2019	12	ME	Electric Generators, Electric Utilities	Petroleum (Barrels)	0
2019	12	MI	Total Electric Power Industry	Coal (Short Tons)	1,622,354
2019	12	MI	Total Electric Power Industry	Natural Gas (Mcf)	21,696,653
2019	12	MI	Total Electric Power Industry	Other Gases (Billion Btu)	673
2019	12	MI	Total Electric Power Industry	Petroleum (Barrels)	225,730
2019	12	MI	Combined Heat and Power, Industrial Power	Coal (Short Tons)	861
2019	12	MI	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	329,408
2019	12	MI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	29,740
2019	12	MI	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	12	MI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	264,721
2019	12	MI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	39
2019	12	MI	Combined Heat and Power, Electric Power	Coal (Short Tons)	17,340
2019	12	MI	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	9,408,715
2019	12	MI	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	627
2019	12	MI	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	12	MI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	4,249,520
2019	12	MI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	12	MI	Electric Generators, Electric Utilities	Coal (Short Tons)	1,604,153
2019	12	MI	Electric Generators, Electric Utilities	Natural Gas (Mcf)	7,444,289
2019	12	MI	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	46
2019	12	MI	Electric Generators, Electric Utilities	Petroleum (Barrels)	195,951
2019	12	MN	Total Electric Power Industry	Coal (Short Tons)	873,419
2019	12	MN	Total Electric Power Industry	Natural Gas (Mcf)	5,602,198
2019	12	MN	Total Electric Power Industry	Petroleum (Barrels)	7,629
2019	12	MN	Combined Heat and Power, Industrial Power	Coal (Short Tons)	3,808
2019	12	MN	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	58,247
2019	12	MN	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	13
2019	12	MN	Combined Heat and Power, Commercial Power	Coal (Short Tons)	22
2019	12	MN	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	36,561
2019	12	MN	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	65
2019	12	MN	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	271,826
2019	12	MN	Combined Heat and Power, Electric Power	Petroleum (Barrels)	155
2019	12	MN	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	301,881
2019	12	MN	Electric Generators, Independent Power Producers	Petroleum (Barrels)	1,596
2019	12	MN	Electric Generators, Electric Utilities	Coal (Short Tons)	869,589
2019	12	MN	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,933,683
2019	12	MN	Electric Generators, Electric Utilities	Petroleum (Barrels)	5,800
2019	12	MO	Total Electric Power Industry	Coal (Short Tons)	2,619,643
2019	12	MO	Total Electric Power Industry	Natural Gas (Mcf)	3,669,251
2019	12	MO	Total Electric Power Industry	Petroleum (Barrels)	22,189
2019	12	MO	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	12	MO	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	13,997
