U.S. Department of Energy, The Energy Information Administration (EIA)					
Monthly Fuel Consumption Data by State, Producer Sector and Energy Source; Months Through December 2019					
Sources: EIA-923 Report					
					
YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	CONSUMPTION
2019	4	OK	Electric Generators, Electric Utilities	Natural Gas (Mcf)	14,306,586
2019	4	OK	Electric Generators, Electric Utilities	Petroleum (Barrels)	2,132
2019	4	OR	Total Electric Power Industry	Coal (Short Tons)	0
2019	4	OR	Total Electric Power Industry	Geothermal (Billion Btu)	99
2019	4	OR	Total Electric Power Industry	Natural Gas (Mcf)	8,310,903
2019	4	OR	Total Electric Power Industry	Petroleum (Barrels)	1
2019	4	OR	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	38,198
2019	4	OR	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	4	OR	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	19,136
2019	4	OR	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	4	OR	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	2,128,558
2019	4	OR	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	99
2019	4	OR	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,716,297
2019	4	OR	Electric Generators, Electric Utilities	Coal (Short Tons)	0
2019	4	OR	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	0
2019	4	OR	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,408,714
2019	4	OR	Electric Generators, Electric Utilities	Petroleum (Barrels)	1
2019	4	PA	Total Electric Power Industry	Coal (Short Tons)	1,650,706
2019	4	PA	Total Electric Power Industry	Natural Gas (Mcf)	35,419,492
2019	4	PA	Total Electric Power Industry	Other Gases (Billion Btu)	219
2019	4	PA	Total Electric Power Industry	Petroleum (Barrels)	46,024
2019	4	PA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	3,522
2019	4	PA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	517,763
2019	4	PA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	219
2019	4	PA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	5,300
2019	4	PA	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	4	PA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	54,361
2019	4	PA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	661
2019	4	PA	Combined Heat and Power, Electric Power	Coal (Short Tons)	310,339
2019	4	PA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	330,490
2019	4	PA	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	0
2019	4	PA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	4,769
2019	4	PA	Electric Generators, Independent Power Producers	Coal (Short Tons)	1,336,845
2019	4	PA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	34,516,547
2019	4	PA	Electric Generators, Independent Power Producers	Other Gases (Billion Btu)	0
2019	4	PA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	35,291
2019	4	PA	Electric Generators, Electric Utilities	Coal (Short Tons)	0
2019	4	PA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	331
2019	4	PA	Electric Generators, Electric Utilities	Petroleum (Barrels)	3
2019	4	RI	Total Electric Power Industry	Coal (Short Tons)	0
2019	4	RI	Total Electric Power Industry	Natural Gas (Mcf)	3,863,569
2019	4	RI	Total Electric Power Industry	Petroleum (Barrels)	2,695
2019	4	RI	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	90,634
2019	4	RI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	2
2019	4	RI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	16,353
2019	4	RI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	2
2019	4	RI	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	4	RI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	3,756,582
2019	4	RI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	2,675
2019	4	RI	Electric Generators, Electric Utilities	Petroleum (Barrels)	16
2019	4	SC	Total Electric Power Industry	Coal (Short Tons)	378,872
2019	4	SC	Total Electric Power Industry	Natural Gas (Mcf)	12,636,237
2019	4	SC	Total Electric Power Industry	Petroleum (Barrels)	7,676
2019	4	SC	Combined Heat and Power, Industrial Power	Coal (Short Tons)	18
2019	4	SC	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	71,822
2019	4	SC	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	797
2019	4	SC	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2019	4	SC	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	8
2019	4	SC	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	201,071
2019	4	SC	Combined Heat and Power, Electric Power	Petroleum (Barrels)	23
2019	4	SC	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	677,470
2019	4	SC	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	4	SC	Electric Generators, Electric Utilities	Coal (Short Tons)	378,854
2019	4	SC	Electric Generators, Electric Utilities	Natural Gas (Mcf)	11,685,874
2019	4	SC	Electric Generators, Electric Utilities	Petroleum (Barrels)	6,848
2019	4	SD	Total Electric Power Industry	Coal (Short Tons)	139,318
2019	4	SD	Total Electric Power Industry	Natural Gas (Mcf)	536,152
2019	4	SD	Total Electric Power Industry	Petroleum (Barrels)	1,188
2019	4	SD	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	4
2019	4	SD	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	4	SD	Electric Generators, Electric Utilities	Coal (Short Tons)	139,318
2019	4	SD	Electric Generators, Electric Utilities	Natural Gas (Mcf)	536,152
2019	4	SD	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,184
2019	4	TN	Total Electric Power Industry	Coal (Short Tons)	669,788
2019	4	TN	Total Electric Power Industry	Natural Gas (Mcf)	5,090,945
2019	4	TN	Total Electric Power Industry	Other Gases (Billion Btu)	5
2019	4	TN	Total Electric Power Industry	Petroleum (Barrels)	20,843
2019	4	TN	Combined Heat and Power, Industrial Power	Coal (Short Tons)	8,338
2019	4	TN	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	304,829
2019	4	TN	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	5
2019	4	TN	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	123
2019	4	TN	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	4	TN	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	74,064
2019	4	TN	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	4	TN	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	9,883
2019	4	TN	Electric Generators, Independent Power Producers	Petroleum (Barrels)	36
2019	4	TN	Electric Generators, Electric Utilities	Coal (Short Tons)	661,450
2019	4	TN	Electric Generators, Electric Utilities	Natural Gas (Mcf)	4,702,169
2019	4	TN	Electric Generators, Electric Utilities	Petroleum (Barrels)	20,684
2019	4	TX	Total Electric Power Industry	Coal (Short Tons)	4,140,951
2019	4	TX	Total Electric Power Industry	Natural Gas (Mcf)	108,531,265
2019	4	TX	Total Electric Power Industry	Other Gases (Billion Btu)	1,489
2019	4	TX	Total Electric Power Industry	Petroleum (Barrels)	45,630
2019	4	TX	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	18,186,027
2019	4	TX	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	722
2019	4	TX	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	31,721
2019	4	TX	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	237,933
2019	4	TX	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	66
2019	4	TX	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	18,495,189
2019	4	TX	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	767
2019	4	TX	Electric Generators, Independent Power Producers	Coal (Short Tons)	2,601,381
2019	4	TX	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	50,506,904
2019	4	TX	Electric Generators, Independent Power Producers	Petroleum (Barrels)	4,536
2019	4	TX	Electric Generators, Electric Utilities	Coal (Short Tons)	1,539,570
2019	4	TX	Electric Generators, Electric Utilities	Natural Gas (Mcf)	21,105,212
2019	4	TX	Electric Generators, Electric Utilities	Petroleum (Barrels)	9,307
2019	4	US-Total	Total Electric Power Industry	Coal (Short Tons)	33,432,095
2019	4	US-Total	Total Electric Power Industry	Geothermal (Billion Btu)	11,298
2019	4	US-Total	Total Electric Power Industry	Natural Gas (Mcf)	755,102,175
2019	4	US-Total	Total Electric Power Industry	Other Gases (Billion Btu)	6,259
2019	4	US-Total	Total Electric Power Industry	Petroleum (Barrels)	2,308,018
2019	4	US-Total	Combined Heat and Power, Industrial Power	Coal (Short Tons)	165,205
2019	4	US-Total	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	45,125,941
2019	4	US-Total	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	4,462
2019	4	US-Total	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	120,760
2019	4	US-Total	Combined Heat and Power, Commercial Power	Coal (Short Tons)	5,830
2019	4	US-Total	Combined Heat and Power, Commercial Power	Geothermal (Billion Btu)	246
2019	4	US-Total	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	4,039,176
2019	4	US-Total	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	16,476
2019	4	US-Total	Combined Heat and Power, Electric Power	Coal (Short Tons)	641,256
2019	4	US-Total	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	55,305,923
2019	4	US-Total	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	1,797
2019	4	US-Total	Combined Heat and Power, Electric Power	Petroleum (Barrels)	242,641
2019	4	US-Total	Electric Generators, Independent Power Producers	Coal (Short Tons)	8,139,265
2019	4	US-Total	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	10,473
2019	4	US-Total	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	257,946,558
2019	4	US-Total	Electric Generators, Independent Power Producers	Other Gases (Billion Btu)	0
2019	4	US-Total	Electric Generators, Independent Power Producers	Petroleum (Barrels)	404,373
2019	4	US-Total	Electric Generators, Electric Utilities	Coal (Short Tons)	24,480,539
2019	4	US-Total	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	579
2019	4	US-Total	Electric Generators, Electric Utilities	Natural Gas (Mcf)	392,684,577
2019	4	US-Total	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	0
2019	4	US-Total	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,523,768
2019	4	UT	Total Electric Power Industry	Coal (Short Tons)	634,239
2019	4	UT	Total Electric Power Industry	Geothermal (Billion Btu)	291
2019	4	UT	Total Electric Power Industry	Natural Gas (Mcf)	4,199,388
2019	4	UT	Total Electric Power Industry	Other Gases (Billion Btu)	7
2019	4	UT	Total Electric Power Industry	Petroleum (Barrels)	10,426
2019	4	UT	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	4	UT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	403,744
2019	4	UT	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	7
2019	4	UT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	4	UT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	59,974
2019	4	UT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	4	UT	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	0
2019	4	UT	Electric Generators, Independent Power Producers	Coal (Short Tons)	18,747
2019	4	UT	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	135
2019	4	UT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	44,507
2019	4	UT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	760
2019	4	UT	Electric Generators, Electric Utilities	Coal (Short Tons)	615,492
2019	4	UT	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	156
2019	4	UT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	3,691,163
2019	4	UT	Electric Generators, Electric Utilities	Petroleum (Barrels)	9,666
2019	4	VA	Total Electric Power Industry	Coal (Short Tons)	80,022
2019	4	VA	Total Electric Power Industry	Natural Gas (Mcf)	24,775,133
2019	4	VA	Total Electric Power Industry	Petroleum (Barrels)	22,008
2019	4	VA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	5,662
2019	4	VA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	625,321
2019	4	VA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	902
2019	4	VA	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	4	VA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	9,404
2019	4	VA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	8,082
2019	4	VA	Combined Heat and Power, Electric Power	Coal (Short Tons)	1,138
2019	4	VA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,235,633
2019	4	VA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	4	VA	Electric Generators, Independent Power Producers	Coal (Short Tons)	530
2019	4	VA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	10,518,492
2019	4	VA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	6,065
2019	4	VA	Electric Generators, Electric Utilities	Coal (Short Tons)	72,692
2019	4	VA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	12,386,283
2019	4	VA	Electric Generators, Electric Utilities	Petroleum (Barrels)	6,959
2019	4	VT	Total Electric Power Industry	Natural Gas (Mcf)	1,747
2019	4	VT	Total Electric Power Industry	Petroleum (Barrels)	272
2019	4	VT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	823
2019	4	VT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	4	VT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	924
2019	4	VT	Electric Generators, Electric Utilities	Petroleum (Barrels)	272
2019	4	WA	Total Electric Power Industry	Coal (Short Tons)	153,515
2019	4	WA	Total Electric Power Industry	Natural Gas (Mcf)	4,936,636
2019	4	WA	Total Electric Power Industry	Other Gases (Billion Btu)	99
2019	4	WA	Total Electric Power Industry	Petroleum (Barrels)	1,225
2019	4	WA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	700
2019	4	WA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	41,081
2019	4	WA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	586
2019	4	WA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	7,220
2019	4	WA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	37
2019	4	WA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	357,062
2019	4	WA	Combined Heat and Power, Electric Power	Other Gases (Billion Btu)	99
2019	4	WA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	4	WA	Electric Generators, Independent Power Producers	Coal (Short Tons)	152,815
2019	4	WA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,531,186
2019	4	WA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	538
2019	4	WA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	3,000,087
2019	4	WA	Electric Generators, Electric Utilities	Petroleum (Barrels)	64
2019	4	WI	Total Electric Power Industry	Coal (Short Tons)	972,875
2019	4	WI	Total Electric Power Industry	Natural Gas (Mcf)	12,044,204
2019	4	WI	Total Electric Power Industry	Petroleum (Barrels)	10,402
2019	4	WI	Combined Heat and Power, Industrial Power	Coal (Short Tons)	11,838
2019	4	WI	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	355,811
2019	4	WI	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	61
2019	4	WI	Combined Heat and Power, Commercial Power	Coal (Short Tons)	0
2019	4	WI	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	57,814
2019	4	WI	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	5
2019	4	WI	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	692,305
2019	4	WI	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	4	WI	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	359,025
2019	4	WI	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	4	WI	Electric Generators, Electric Utilities	Coal (Short Tons)	961,037
2019	4	WI	Electric Generators, Electric Utilities	Natural Gas (Mcf)	10,579,249
2019	4	WI	Electric Generators, Electric Utilities	Petroleum (Barrels)	10,336
2019	4	WV	Total Electric Power Industry	Coal (Short Tons)	1,480,913
2019	4	WV	Total Electric Power Industry	Natural Gas (Mcf)	807,287
2019	4	WV	Total Electric Power Industry	Other Gases (Billion Btu)	16
2019	4	WV	Total Electric Power Industry	Petroleum (Barrels)	13,776
2019	4	WV	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	129,722
2019	4	WV	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	16
2019	4	WV	Combined Heat and Power, Electric Power	Coal (Short Tons)	17,906
2019	4	WV	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	317
2019	4	WV	Electric Generators, Independent Power Producers	Coal (Short Tons)	288,407
2019	4	WV	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	563,757
2019	4	WV	Electric Generators, Independent Power Producers	Petroleum (Barrels)	29
2019	4	WV	Electric Generators, Electric Utilities	Coal (Short Tons)	1,174,600
2019	4	WV	Electric Generators, Electric Utilities	Natural Gas (Mcf)	113,491
2019	4	WV	Electric Generators, Electric Utilities	Petroleum (Barrels)	13,747
2019	4	WY	Total Electric Power Industry	Coal (Short Tons)	1,418,781
2019	4	WY	Total Electric Power Industry	Natural Gas (Mcf)	453,228
2019	4	WY	Total Electric Power Industry	Other Gases (Billion Btu)	145
2019	4	WY	Total Electric Power Industry	Petroleum (Barrels)	1,935
2019	4	WY	Combined Heat and Power, Industrial Power	Coal (Short Tons)	6,710
2019	4	WY	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	313,480
2019	4	WY	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	145
2019	4	WY	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	4	WY	Electric Generators, Independent Power Producers	Coal (Short Tons)	40,868
2019	4	WY	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	11
2019	4	WY	Electric Generators, Electric Utilities	Coal (Short Tons)	1,371,203
2019	4	WY	Electric Generators, Electric Utilities	Natural Gas (Mcf)	139,737
2019	4	WY	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,935
2019	5	AK	Total Electric Power Industry	Coal (Short Tons)	29,747
2019	5	AK	Total Electric Power Industry	Natural Gas (Mcf)	1,509,144
2019	5	AK	Total Electric Power Industry	Petroleum (Barrels)	132,954
2019	5	AK	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	26,083
2019	5	AK	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	4,831
2019	5	AK	Combined Heat and Power, Commercial Power	Coal (Short Tons)	2,403
2019	5	AK	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	17
2019	5	AK	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	357
2019	5	AK	Combined Heat and Power, Electric Power	Coal (Short Tons)	9,867
2019	5	AK	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	5	AK	Electric Generators, Electric Utilities	Coal (Short Tons)	17,477
2019	5	AK	Electric Generators, Electric Utilities	Natural Gas (Mcf)	1,483,044
2019	5	AK	Electric Generators, Electric Utilities	Petroleum (Barrels)	127,766
2019	5	AL	Total Electric Power Industry	Coal (Short Tons)	991,200
2019	5	AL	Total Electric Power Industry	Natural Gas (Mcf)	36,191,816
2019	5	AL	Total Electric Power Industry	Other Gases (Billion Btu)	2
2019	5	AL	Total Electric Power Industry	Petroleum (Barrels)	3,792
2019	5	AL	Combined Heat and Power, Industrial Power	Coal (Short Tons)	550
2019	5	AL	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	592,765
2019	5	AL	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	2
2019	5	AL	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	678
2019	5	AL	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	5	AL	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	1,604,798
2019	5	AL	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	18,598,774
2019	5	AL	Electric Generators, Independent Power Producers	Petroleum (Barrels)	206
2019	5	AL	Electric Generators, Electric Utilities	Coal (Short Tons)	990,650
2019	5	AL	Electric Generators, Electric Utilities	Natural Gas (Mcf)	15,395,479
2019	5	AL	Electric Generators, Electric Utilities	Petroleum (Barrels)	2,908
2019	5	AR	Total Electric Power Industry	Coal (Short Tons)	1,030,173
2019	5	AR	Total Electric Power Industry	Natural Gas (Mcf)	11,513,200
2019	5	AR	Total Electric Power Industry	Petroleum (Barrels)	10,961
2019	5	AR	Combined Heat and Power, Industrial Power	Coal (Short Tons)	492
2019	5	AR	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	132,998
2019	5	AR	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	166
2019	5	AR	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	32,834
2019	5	AR	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	436,696
2019	5	AR	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	5	AR	Electric Generators, Independent Power Producers	Coal (Short Tons)	155,690
2019	5	AR	Electric Generators, Independent Power Producers	Petroleum (Barrels)	3,835
2019	5	AR	Electric Generators, Electric Utilities	Coal (Short Tons)	873,991
2019	5	AR	Electric Generators, Electric Utilities	Natural Gas (Mcf)	10,910,672
2019	5	AR	Electric Generators, Electric Utilities	Petroleum (Barrels)	6,960
2019	5	AZ	Total Electric Power Industry	Coal (Short Tons)	876,842
2019	5	AZ	Total Electric Power Industry	Natural Gas (Mcf)	23,566,569
2019	5	AZ	Total Electric Power Industry	Petroleum (Barrels)	12,538
2019	5	AZ	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	49,572
2019	5	AZ	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	4
2019	5	AZ	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	36,223
2019	5	AZ	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	5	AZ	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	6,008,373
2019	5	AZ	Electric Generators, Electric Utilities	Coal (Short Tons)	876,842
2019	5	AZ	Electric Generators, Electric Utilities	Natural Gas (Mcf)	17,472,401
2019	5	AZ	Electric Generators, Electric Utilities	Petroleum (Barrels)	12,534
2019	5	CA	Total Electric Power Industry	Coal (Short Tons)	4,495
2019	5	CA	Total Electric Power Industry	Geothermal (Billion Btu)	8,824
2019	5	CA	Total Electric Power Industry	Natural Gas (Mcf)	27,095,753
2019	5	CA	Total Electric Power Industry	Other Gases (Billion Btu)	869
2019	5	CA	Total Electric Power Industry	Petroleum (Barrels)	6,089
2019	5	CA	Combined Heat and Power, Industrial Power	Coal (Short Tons)	4,495
2019	5	CA	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	5,464,729
2019	5	CA	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	869
2019	5	CA	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	102
2019	5	CA	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	792,818
2019	5	CA	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	59
2019	5	CA	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	5	CA	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	5,593,879
2019	5	CA	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	5	CA	Electric Generators, Independent Power Producers	Geothermal (Billion Btu)	8,370
2019	5	CA	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	7,608,109
2019	5	CA	Electric Generators, Independent Power Producers	Petroleum (Barrels)	663
2019	5	CA	Electric Generators, Electric Utilities	Geothermal (Billion Btu)	454
2019	5	CA	Electric Generators, Electric Utilities	Natural Gas (Mcf)	7,636,218
2019	5	CA	Electric Generators, Electric Utilities	Other Gases (Billion Btu)	0
2019	5	CA	Electric Generators, Electric Utilities	Petroleum (Barrels)	5,265
2019	5	CO	Total Electric Power Industry	Coal (Short Tons)	999,384
2019	5	CO	Total Electric Power Industry	Natural Gas (Mcf)	9,310,047
2019	5	CO	Total Electric Power Industry	Petroleum (Barrels)	1,662
2019	5	CO	Combined Heat and Power, Industrial Power	Coal (Short Tons)	0
2019	5	CO	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	27,091
2019	5	CO	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	4
2019	5	CO	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	0
2019	5	CO	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	5	CO	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	5	CO	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	84,314
2019	5	CO	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	5	CO	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	1,055,158
2019	5	CO	Electric Generators, Independent Power Producers	Petroleum (Barrels)	0
2019	5	CO	Electric Generators, Electric Utilities	Coal (Short Tons)	999,384
2019	5	CO	Electric Generators, Electric Utilities	Natural Gas (Mcf)	8,143,484
2019	5	CO	Electric Generators, Electric Utilities	Petroleum (Barrels)	1,658
2019	5	CT	Total Electric Power Industry	Coal (Short Tons)	0
2019	5	CT	Total Electric Power Industry	Natural Gas (Mcf)	10,793,219
2019	5	CT	Total Electric Power Industry	Petroleum (Barrels)	9,167
2019	5	CT	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	312,336
2019	5	CT	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	5	CT	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	126,517
2019	5	CT	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	33
2019	5	CT	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	55,853
2019	5	CT	Combined Heat and Power, Electric Power	Petroleum (Barrels)	0
2019	5	CT	Electric Generators, Independent Power Producers	Coal (Short Tons)	0
2019	5	CT	Electric Generators, Independent Power Producers	Natural Gas (Mcf)	10,273,269
2019	5	CT	Electric Generators, Independent Power Producers	Petroleum (Barrels)	8,595
2019	5	CT	Electric Generators, Electric Utilities	Natural Gas (Mcf)	25,244
2019	5	CT	Electric Generators, Electric Utilities	Petroleum (Barrels)	539
2019	5	DC	Total Electric Power Industry	Natural Gas (Mcf)	17,595
2019	5	DC	Total Electric Power Industry	Petroleum (Barrels)	0
2019	5	DC	Combined Heat and Power, Commercial Power	Natural Gas (Mcf)	17,595
2019	5	DC	Combined Heat and Power, Commercial Power	Petroleum (Barrels)	0
2019	5	DE	Total Electric Power Industry	Coal (Short Tons)	0
2019	5	DE	Total Electric Power Industry	Natural Gas (Mcf)	2,444,787
2019	5	DE	Total Electric Power Industry	Other Gases (Billion Btu)	77
2019	5	DE	Total Electric Power Industry	Petroleum (Barrels)	3,540
2019	5	DE	Combined Heat and Power, Industrial Power	Natural Gas (Mcf)	488,657
2019	5	DE	Combined Heat and Power, Industrial Power	Other Gases (Billion Btu)	77
2019	5	DE	Combined Heat and Power, Industrial Power	Petroleum (Barrels)	0
2019	5	DE	Combined Heat and Power, Electric Power	Coal (Short Tons)	0
2019	5	DE	Combined Heat and Power, Electric Power	Natural Gas (Mcf)	48,932
