Year	State	Producer Type	Energy Source	CO2 (Metric Tons)	SO2 (Metric Tons)	NOx (Metric Tons)
2018	VA	IPP NAICS-22 Non-Cogen	Other	484107	75	1406
2018	VA	IPP NAICS-22 Non-Cogen	Petroleum	123860	65	486
2018	VA	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	47	42
2018	VA	IPP NAICS-22 Cogen	All Sources	1897598	1691	2551
2018	VA	IPP NAICS-22 Cogen	Coal	1180152	1671	1915
2018	VA	IPP NAICS-22 Cogen	Natural Gas	691359	1	624
2018	VA	IPP NAICS-22 Cogen	Petroleum	26087	19	12
2018	VA	Commercial Non-Cogen	All Sources	139984	3	281
2018	VA	Commercial Non-Cogen	Other Biomass	0	0	113
2018	VA	Commercial Non-Cogen	Other	139813	3	164
2018	VA	Commercial Non-Cogen	Petroleum	171	0	4
2018	VA	Commercial Cogen	All Sources	441421	413	1325
2018	VA	Commercial Cogen	Coal	31740	141	69
2018	VA	Commercial Cogen	Natural Gas	49789	0	119
2018	VA	Commercial Cogen	Other	237071	188	1039
2018	VA	Commercial Cogen	Petroleum	122821	84	98
2018	VA	Industrial Non-Cogen	All Sources	145825	1	184
2018	VA	Industrial Non-Cogen	Natural Gas	145825	1	174
2018	VA	Industrial Non-Cogen	Other Biomass	0	0	10
2018	VA	Industrial Cogen	All Sources	1890706	8851	2472
2018	VA	Industrial Cogen	Coal	573368	1402	235
2018	VA	Industrial Cogen	Natural Gas	1307520	4	757
2018	VA	Industrial Cogen	Other Biomass	0	3	11
2018	VA	Industrial Cogen	Petroleum	9818	11	6
2018	VA	Industrial Cogen	Wood and Wood Derived Fuels	0	7431	1463
2018	VA	Total Electric Power Industry	All Sources	33503951	17512	28365
2018	VA	Total Electric Power Industry	Coal	10458474	8435	9312
2018	VA	Total Electric Power Industry	Natural Gas	21352253	224	5315
2018	VA	Total Electric Power Industry	Other Biomass	0	5	7417
2018	VA	Total Electric Power Industry	Other	860991	266	2609
2018	VA	Total Electric Power Industry	Petroleum	832233	1048	1389
2018	VA	Total Electric Power Industry	Wood and Wood Derived Fuels	0	7534	2323
2018	VT	Electric Utility	All Sources	4969	8	160
2018	VT	Electric Utility	Natural Gas	609	0	0
2018	VT	Electric Utility	Petroleum	4360	7	32
2018	VT	Electric Utility	Wood and Wood Derived Fuels	0	1	128
2018	VT	IPP NAICS-22 Non-Cogen	All Sources	0	34	291
2018	VT	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	155
2018	VT	IPP NAICS-22 Non-Cogen	Wood and Wood Derived Fuels	0	34	136
2018	VT	Commercial Cogen	All Sources	5007	5	36
2018	VT	Commercial Cogen	Natural Gas	4425	0	11
2018	VT	Commercial Cogen	Petroleum	582	2	1
2018	VT	Commercial Cogen	Wood and Wood Derived Fuels	0	3	24
2018	VT	Total Electric Power Industry	All Sources	9976	47	487
2018	VT	Total Electric Power Industry	Natural Gas	5034	0	11
2018	VT	Total Electric Power Industry	Other Biomass	0	0	155
2018	VT	Total Electric Power Industry	Petroleum	4942	9	33
2018	VT	Total Electric Power Industry	Wood and Wood Derived Fuels	0	38	288
2018	WA	Electric Utility	All Sources	2817881	97	1681
2018	WA	Electric Utility	Natural Gas	2814554	21	1087
2018	WA	Electric Utility	Other Biomass	0	0	51
2018	WA	Electric Utility	Petroleum	3327	4	2
2018	WA	Electric Utility	Wood and Wood Derived Fuels	0	72	541
2018	WA	IPP NAICS-22 Non-Cogen	All Sources	6989300	1392	6713
2018	WA	IPP NAICS-22 Non-Cogen	Coal	5577946	1383	5617
2018	WA	IPP NAICS-22 Non-Cogen	Natural Gas	1296451	5	99
2018	WA	IPP NAICS-22 Non-Cogen	Other Biomass	0	0	661
2018	WA	IPP NAICS-22 Non-Cogen	Other	106965	2	308
2018	WA	IPP NAICS-22 Non-Cogen	Petroleum	7938	2	28
2018	WA	IPP NAICS-22 Cogen	All Sources	309571	3	1443
2018	WA	IPP NAICS-22 Cogen	Natural Gas	309571	2	834
2018	WA	IPP NAICS-22 Cogen	Other Gases	0	1	609
2018	WA	Commercial Non-Cogen	All Sources	277	0	6
2018	WA	Commercial Non-Cogen	Natural Gas	149	0	3
2018	WA	Commercial Non-Cogen	Petroleum	128	0	3
2018	WA	Commercial Cogen	All Sources	86968	1	459
2018	WA	Commercial Cogen	Natural Gas	86453	0	188
2018	WA	Commercial Cogen	Other Biomass	0	0	269
2018	WA	Commercial Cogen	Petroleum	515	1	2
2018	WA	Industrial Cogen	All Sources	456852	9351	3831
2018	WA	Industrial Cogen	Coal	131460	193	210
2018	WA	Industrial Cogen	Natural Gas	274195	1	481
2018	WA	Industrial Cogen	Other Biomass	0	27	82
2018	WA	Industrial Cogen	Petroleum	51197	181	67
2018	WA	Industrial Cogen	Wood and Wood Derived Fuels	0	8949	2991
2018	WA	Total Electric Power Industry	All Sources	10660849	10844	14133
2018	WA	Total Electric Power Industry	Coal	5709406	1576	5827
2018	WA	Total Electric Power Industry	Natural Gas	4781373	29	2692
2018	WA	Total Electric Power Industry	Other Biomass	0	27	1063
2018	WA	Total Electric Power Industry	Other Gases	0	1	609
2018	WA	Total Electric Power Industry	Other	106965	2	308
2018	WA	Total Electric Power Industry	Petroleum	63105	188	102
2018	WA	Total Electric Power Industry	Wood and Wood Derived Fuels	0	9021	3532
2018	WI	Electric Utility	All Sources	38858183	9130	14163
2018	WI	Electric Utility	Coal	32236338	8766	11640
2018	WI	Electric Utility	Natural Gas	6402515	35	1957
2018	WI	Electric Utility	Other	31475	58	24
2018	WI	Electric Utility	Petroleum	187855	250	145
2018	WI	Electric Utility	Wood and Wood Derived Fuels	0	21	397
2018	WI	IPP NAICS-22 Non-Cogen	All Sources	264601	2	3614
2018	WI	IPP NAICS-22 Non-Cogen	Natural Gas	264319	1	86
2018	WI	IPP NAICS-22 Non-Cogen	Other Biomass	0	1	3527
2018	WI	IPP NAICS-22 Non-Cogen	Petroleum	282	0	1
2018	WI	IPP NAICS-22 Cogen	All Sources	329768	5	1739
2018	WI	IPP NAICS-22 Cogen	Natural Gas	329212	3	36
2018	WI	IPP NAICS-22 Cogen	Other Biomass	0	0	1703
2018	WI	IPP NAICS-22 Cogen	Petroleum	556	2	0
2018	WI	Commercial Cogen	All Sources	261609	4	1239
2018	WI	Commercial Cogen	Natural Gas	259528	1	781
2018	WI	Commercial Cogen	Other Biomass	0	0	454
2018	WI	Commercial Cogen	Petroleum	2081	3	4
2018	WI	Industrial Non-Cogen	All Sources	49	0	91
2018	WI	Industrial Non-Cogen	Other Biomass	0	0	90
2018	WI	Industrial Non-Cogen	Petroleum	49	0	1
2018	WI	Industrial Cogen	All Sources	2064988	14150	5425
2018	WI	Industrial Cogen	Coal	1244945	9439	2647
2018	WI	Industrial Cogen	Natural Gas	810366	4	996
2018	WI	Industrial Cogen	Other Biomass	0	12	177
2018	WI	Industrial Cogen	Other	8074	80	16
2018	WI	Industrial Cogen	Petroleum	1603	4	3
2018	WI	Industrial Cogen	Wood and Wood Derived Fuels	0	4611	1586
2018	WI	Total Electric Power Industry	All Sources	41779198	23291	26271
2018	WI	Total Electric Power Industry	Coal	33481283	18205	14287
2018	WI	Total Electric Power Industry	Natural Gas	8065940	44	3856
2018	WI	Total Electric Power Industry	Other Biomass	0	13	5951
2018	WI	Total Electric Power Industry	Other	39549	138	40
2018	WI	Total Electric Power Industry	Petroleum	192426	259	154
2018	WI	Total Electric Power Industry	Wood and Wood Derived Fuels	0	4632	1983
2018	WV	Electric Utility	All Sources	46736837	27228	27504
2018	WV	Electric Utility	Coal	46515773	27222	27437
2018	WV	Electric Utility	Natural Gas	109784	1	34
2018	WV	Electric Utility	Petroleum	111280	5	33
2018	WV	IPP NAICS-22 Non-Cogen	All Sources	12531078	13773	8244
2018	WV	IPP NAICS-22 Non-Cogen	Coal	12018443	13771	7944
2018	WV	IPP NAICS-22 Non-Cogen	Natural Gas	501689	0	293
2018	WV	IPP NAICS-22 Non-Cogen	Petroleum	10946	2	7
2018	WV	IPP NAICS-22 Cogen	All Sources	564759	529	1011
2018	WV	IPP NAICS-22 Cogen	Coal	564253	529	1009
2018	WV	IPP NAICS-22 Cogen	Natural Gas	506	0	2
2018	WV	Industrial Cogen	All Sources	370789	2	319
2018	WV	Industrial Cogen	Natural Gas	370789	2	282
2018	WV	Industrial Cogen	Other Gases	0	0	37
2018	WV	Total Electric Power Industry	All Sources	60203463	41532	37078
2018	WV	Total Electric Power Industry	Coal	59098469	41522	36390
2018	WV	Total Electric Power Industry	Natural Gas	982768	3	611
2018	WV	Total Electric Power Industry	Other Gases	0	0	37
2018	WV	Total Electric Power Industry	Petroleum	122226	7	40
2018	WY	Electric Utility	All Sources	40633174	27757	29811
2018	WY	Electric Utility	Coal	40497311	27746	29756
2018	WY	Electric Utility	Natural Gas	103571	0	38
2018	WY	Electric Utility	Petroleum	32292	11	17
2018	WY	IPP NAICS-22 Non-Cogen	All Sources	739407	390	611
2018	WY	IPP NAICS-22 Non-Cogen	Coal	738586	390	610
2018	WY	IPP NAICS-22 Non-Cogen	Natural Gas	821	0	1
2018	WY	Industrial Non-Cogen	All Sources	16490	0	392
2018	WY	Industrial Non-Cogen	Natural Gas	16490	0	392
2018	WY	Industrial Cogen	All Sources	2624875	199	6221
2018	WY	Industrial Cogen	Coal	1860926	188	1441
2018	WY	Industrial Cogen	Natural Gas	763858	4	1584
2018	WY	Industrial Cogen	Other Gases	0	7	3145
2018	WY	Industrial Cogen	Other	0	0	49
2018	WY	Industrial Cogen	Petroleum	91	0	2
2018	WY	Total Electric Power Industry	All Sources	44013946	28346	37035
2018	WY	Total Electric Power Industry	Coal	43096823	28324	31807
2018	WY	Total Electric Power Industry	Natural Gas	884740	4	2015
2018	WY	Total Electric Power Industry	Other Gases	0	7	3145
2018	WY	Total Electric Power Industry	Other	0	0	49
2018	WY	Total Electric Power Industry	Petroleum	32383	11	19
