YEAR	MONTH	STATE	TYPE OF PRODUCER	ENERGY SOURCE	GENERATION (Megawatthours)
2019	10	IL	Electric Generators, Electric Utilities	Hydroelectric Conventional	2,823
2019	10	IL	Electric Generators, Electric Utilities	Natural Gas	262,787
2019	10	IL	Electric Generators, Electric Utilities	Other	0
2019	10	IL	Electric Generators, Electric Utilities	Petroleum	565
2019	10	IL	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	155
2019	10	IL	Electric Generators, Electric Utilities	Other Biomass	7,755
2019	10	IL	Electric Generators, Electric Utilities	Wind	992
2019	10	IN	Total Electric Power Industry	Total	7,694,229
2019	10	IN	Total Electric Power Industry	Coal	4,012,823
2019	10	IN	Total Electric Power Industry	Hydroelectric Conventional	3,784
2019	10	IN	Total Electric Power Industry	Natural Gas	2,867,429
2019	10	IN	Total Electric Power Industry	Other Gases	169,397
2019	10	IN	Total Electric Power Industry	Other	3,825
2019	10	IN	Total Electric Power Industry	Petroleum	11,225
2019	10	IN	Total Electric Power Industry	Solar Thermal and Photovoltaic	25,221
2019	10	IN	Total Electric Power Industry	Other Biomass	34,735
2019	10	IN	Total Electric Power Industry	Wind	565,790
2019	10	IN	Total Electric Power Industry	Wood and Wood Derived Fuels	0
2019	10	IN	Combined Heat and Power, Industrial Power	Total	318,983
2019	10	IN	Combined Heat and Power, Industrial Power	Coal	0
2019	10	IN	Combined Heat and Power, Industrial Power	Natural Gas	142,427
2019	10	IN	Combined Heat and Power, Industrial Power	Other Gases	169,397
2019	10	IN	Combined Heat and Power, Industrial Power	Other	1,845
2019	10	IN	Combined Heat and Power, Industrial Power	Petroleum	187
2019	10	IN	Combined Heat and Power, Industrial Power	Other Biomass	5,126
2019	10	IN	Combined Heat and Power, Commercial Power	Total	25,485
2019	10	IN	Combined Heat and Power, Commercial Power	Coal	4,458
2019	10	IN	Combined Heat and Power, Commercial Power	Natural Gas	17,138
2019	10	IN	Combined Heat and Power, Commercial Power	Other	1,980
2019	10	IN	Combined Heat and Power, Commercial Power	Petroleum	19
2019	10	IN	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	269
2019	10	IN	Combined Heat and Power, Commercial Power	Other Biomass	1,620
2019	10	IN	Combined Heat and Power, Commercial Power	Wind	0
2019	10	IN	Combined Heat and Power, Electric Power	Total	549,340
2019	10	IN	Combined Heat and Power, Electric Power	Coal	370,859
2019	10	IN	Combined Heat and Power, Electric Power	Natural Gas	178,481
2019	10	IN	Combined Heat and Power, Electric Power	Petroleum	0
2019	10	IN	Electric Generators, Independent Power Producers	Total	1,769,483
2019	10	IN	Electric Generators, Independent Power Producers	Coal	0
2019	10	IN	Electric Generators, Independent Power Producers	Natural Gas	1,185,749
2019	10	IN	Electric Generators, Independent Power Producers	Petroleum	0
2019	10	IN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	13,629
2019	10	IN	Electric Generators, Independent Power Producers	Other Biomass	4,316
2019	10	IN	Electric Generators, Independent Power Producers	Wind	565,790
2019	10	IN	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	0
2019	10	IN	Electric Generators, Electric Utilities	Total	5,030,939
2019	10	IN	Electric Generators, Electric Utilities	Coal	3,637,506
2019	10	IN	Electric Generators, Electric Utilities	Hydroelectric Conventional	3,784
2019	10	IN	Electric Generators, Electric Utilities	Natural Gas	1,343,634
2019	10	IN	Electric Generators, Electric Utilities	Other	0
2019	10	IN	Electric Generators, Electric Utilities	Petroleum	11,019
2019	10	IN	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	11,323
2019	10	IN	Electric Generators, Electric Utilities	Other Biomass	23,673
2019	10	KS	Total Electric Power Industry	Total	3,633,968
2019	10	KS	Total Electric Power Industry	Coal	1,130,407
2019	10	KS	Total Electric Power Industry	Hydroelectric Conventional	2,671
2019	10	KS	Total Electric Power Industry	Natural Gas	408,889
2019	10	KS	Total Electric Power Industry	Nuclear	-7,683
2019	10	KS	Total Electric Power Industry	Other	415
2019	10	KS	Total Electric Power Industry	Petroleum	6,800
2019	10	KS	Total Electric Power Industry	Solar Thermal and Photovoltaic	1,644
2019	10	KS	Total Electric Power Industry	Other Biomass	5,085
2019	10	KS	Total Electric Power Industry	Wind	2,085,740
2019	10	KS	Combined Heat and Power, Industrial Power	Total	6,833
2019	10	KS	Combined Heat and Power, Industrial Power	Natural Gas	6,418
2019	10	KS	Combined Heat and Power, Industrial Power	Other	415
2019	10	KS	Combined Heat and Power, Commercial Power	Total	1,377
2019	10	KS	Combined Heat and Power, Commercial Power	Wind	1,377
2019	10	KS	Electric Generators, Independent Power Producers	Total	1,910,835
2019	10	KS	Electric Generators, Independent Power Producers	Hydroelectric Conventional	2,671
2019	10	KS	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	1,504
2019	10	KS	Electric Generators, Independent Power Producers	Other Biomass	5,085
2019	10	KS	Electric Generators, Independent Power Producers	Wind	1,901,575
2019	10	KS	Electric Generators, Electric Utilities	Total	1,714,923
2019	10	KS	Electric Generators, Electric Utilities	Coal	1,130,407
2019	10	KS	Electric Generators, Electric Utilities	Natural Gas	402,471
2019	10	KS	Electric Generators, Electric Utilities	Nuclear	-7,683
2019	10	KS	Electric Generators, Electric Utilities	Petroleum	6,800
2019	10	KS	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	140
2019	10	KS	Electric Generators, Electric Utilities	Wind	182,788
2019	10	KY	Total Electric Power Industry	Total	5,264,599
2019	10	KY	Total Electric Power Industry	Coal	3,373,129
2019	10	KY	Total Electric Power Industry	Hydroelectric Conventional	252,609
2019	10	KY	Total Electric Power Industry	Natural Gas	1,590,568
2019	10	KY	Total Electric Power Industry	Other	2,545
2019	10	KY	Total Electric Power Industry	Petroleum	6,479
2019	10	KY	Total Electric Power Industry	Solar Thermal and Photovoltaic	2,938
2019	10	KY	Total Electric Power Industry	Other Biomass	7,689
2019	10	KY	Total Electric Power Industry	Wood and Wood Derived Fuels	28,641
2019	10	KY	Combined Heat and Power, Industrial Power	Total	47,663
2019	10	KY	Combined Heat and Power, Industrial Power	Natural Gas	19,021
2019	10	KY	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	28,641
2019	10	KY	Electric Generators, Independent Power Producers	Total	29,121
2019	10	KY	Electric Generators, Independent Power Producers	Hydroelectric Conventional	645
2019	10	KY	Electric Generators, Independent Power Producers	Natural Gas	27,855
2019	10	KY	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	112
2019	10	KY	Electric Generators, Independent Power Producers	Other Biomass	509
2019	10	KY	Electric Generators, Electric Utilities	Total	5,187,815
2019	10	KY	Electric Generators, Electric Utilities	Coal	3,373,129
2019	10	KY	Electric Generators, Electric Utilities	Hydroelectric Conventional	251,965
2019	10	KY	Electric Generators, Electric Utilities	Natural Gas	1,543,692
2019	10	KY	Electric Generators, Electric Utilities	Other	2,545
2019	10	KY	Electric Generators, Electric Utilities	Petroleum	6,479
2019	10	KY	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	2,825
2019	10	KY	Electric Generators, Electric Utilities	Other Biomass	7,180
2019	10	KY	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	0
2019	10	LA	Total Electric Power Industry	Total	8,421,346
2019	10	LA	Total Electric Power Industry	Coal	508,493
2019	10	LA	Total Electric Power Industry	Hydroelectric Conventional	84,054
2019	10	LA	Total Electric Power Industry	Natural Gas	5,868,769
2019	10	LA	Total Electric Power Industry	Nuclear	1,449,816
2019	10	LA	Total Electric Power Industry	Other Gases	225,860
2019	10	LA	Total Electric Power Industry	Other	36,118
2019	10	LA	Total Electric Power Industry	Petroleum	76,096
2019	10	LA	Total Electric Power Industry	Solar Thermal and Photovoltaic	104
2019	10	LA	Total Electric Power Industry	Other Biomass	6,330
2019	10	LA	Total Electric Power Industry	Wood and Wood Derived Fuels	165,708
2019	10	LA	Combined Heat and Power, Industrial Power	Total	2,612,501
2019	10	LA	Combined Heat and Power, Industrial Power	Coal	0
2019	10	LA	Combined Heat and Power, Industrial Power	Natural Gas	2,184,816
2019	10	LA	Combined Heat and Power, Industrial Power	Other Gases	225,860
2019	10	LA	Combined Heat and Power, Industrial Power	Other	36,118
2019	10	LA	Combined Heat and Power, Industrial Power	Petroleum	0
2019	10	LA	Combined Heat and Power, Industrial Power	Other Biomass	0
2019	10	LA	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	165,708
2019	10	LA	Combined Heat and Power, Commercial Power	Total	14,786
2019	10	LA	Combined Heat and Power, Commercial Power	Natural Gas	14,786
2019	10	LA	Combined Heat and Power, Electric Power	Total	222,593
2019	10	LA	Combined Heat and Power, Electric Power	Natural Gas	222,593
2019	10	LA	Electric Generators, Independent Power Producers	Total	442,375
2019	10	LA	Electric Generators, Independent Power Producers	Coal	229,569
2019	10	LA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	84,054
2019	10	LA	Electric Generators, Independent Power Producers	Natural Gas	122,423
2019	10	LA	Electric Generators, Independent Power Producers	Petroleum	0
2019	10	LA	Electric Generators, Independent Power Producers	Other Biomass	6,330
2019	10	LA	Electric Generators, Electric Utilities	Total	5,129,091
2019	10	LA	Electric Generators, Electric Utilities	Coal	278,924
2019	10	LA	Electric Generators, Electric Utilities	Natural Gas	3,324,151
2019	10	LA	Electric Generators, Electric Utilities	Nuclear	1,449,816
2019	10	LA	Electric Generators, Electric Utilities	Other	0
2019	10	LA	Electric Generators, Electric Utilities	Petroleum	76,096
2019	10	LA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	104
2019	10	MA	Total Electric Power Industry	Total	1,499,704
2019	10	MA	Total Electric Power Industry	Coal	0
2019	10	MA	Total Electric Power Industry	Pumped Storage	-27,076
2019	10	MA	Total Electric Power Industry	Hydroelectric Conventional	64,809
2019	10	MA	Total Electric Power Industry	Natural Gas	1,175,372
2019	10	MA	Total Electric Power Industry	Other	79,216
2019	10	MA	Total Electric Power Industry	Petroleum	8,887
2019	10	MA	Total Electric Power Industry	Solar Thermal and Photovoltaic	89,828
2019	10	MA	Total Electric Power Industry	Other Biomass	79,485
2019	10	MA	Total Electric Power Industry	Wind	19,818
2019	10	MA	Total Electric Power Industry	Wood and Wood Derived Fuels	9,364
2019	10	MA	Combined Heat and Power, Industrial Power	Total	23,156
2019	10	MA	Combined Heat and Power, Industrial Power	Coal	0
2019	10	MA	Combined Heat and Power, Industrial Power	Natural Gas	22,555
2019	10	MA	Combined Heat and Power, Industrial Power	Other	0
2019	10	MA	Combined Heat and Power, Industrial Power	Petroleum	23
2019	10	MA	Combined Heat and Power, Industrial Power	Solar Thermal and Photovoltaic	391
2019	10	MA	Combined Heat and Power, Industrial Power	Wind	186
2019	10	MA	Combined Heat and Power, Commercial Power	Total	57,088
2019	10	MA	Combined Heat and Power, Commercial Power	Hydroelectric Conventional	375
2019	10	MA	Combined Heat and Power, Commercial Power	Natural Gas	50,687
2019	10	MA	Combined Heat and Power, Commercial Power	Petroleum	495
2019	10	MA	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	558
2019	10	MA	Combined Heat and Power, Commercial Power	Other Biomass	2,280
2019	10	MA	Combined Heat and Power, Commercial Power	Wind	2,693
2019	10	MA	Combined Heat and Power, Electric Power	Total	144,562
2019	10	MA	Combined Heat and Power, Electric Power	Natural Gas	144,335
2019	10	MA	Combined Heat and Power, Electric Power	Petroleum	227
2019	10	MA	Electric Generators, Independent Power Producers	Total	1,232,221
2019	10	MA	Electric Generators, Independent Power Producers	Coal	0
2019	10	MA	Electric Generators, Independent Power Producers	Pumped Storage	-27,076
2019	10	MA	Electric Generators, Independent Power Producers	Hydroelectric Conventional	49,874
2019	10	MA	Electric Generators, Independent Power Producers	Natural Gas	944,401
2019	10	MA	Electric Generators, Independent Power Producers	Other	79,216
2019	10	MA	Electric Generators, Independent Power Producers	Petroleum	6,795
2019	10	MA	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	80,423
2019	10	MA	Electric Generators, Independent Power Producers	Other Biomass	77,205
2019	10	MA	Electric Generators, Independent Power Producers	Wind	12,021
2019	10	MA	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	9,364
2019	10	MA	Electric Generators, Electric Utilities	Total	42,677
2019	10	MA	Electric Generators, Electric Utilities	Hydroelectric Conventional	14,560
2019	10	MA	Electric Generators, Electric Utilities	Natural Gas	13,395
2019	10	MA	Electric Generators, Electric Utilities	Other	0
2019	10	MA	Electric Generators, Electric Utilities	Petroleum	1,347
2019	10	MA	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	8,456
2019	10	MA	Electric Generators, Electric Utilities	Wind	4,918
2019	10	MD	Total Electric Power Industry	Total	3,040,404
2019	10	MD	Total Electric Power Industry	Coal	266,682
2019	10	MD	Total Electric Power Industry	Hydroelectric Conventional	81,292
2019	10	MD	Total Electric Power Industry	Natural Gas	1,214,193
2019	10	MD	Total Electric Power Industry	Nuclear	1,312,355
2019	10	MD	Total Electric Power Industry	Other	31,031
2019	10	MD	Total Electric Power Industry	Petroleum	5,995
2019	10	MD	Total Electric Power Industry	Solar Thermal and Photovoltaic	39,539
2019	10	MD	Total Electric Power Industry	Other Biomass	32,126
2019	10	MD	Total Electric Power Industry	Wind	56,536
2019	10	MD	Total Electric Power Industry	Wood and Wood Derived Fuels	654
2019	10	MD	Combined Heat and Power, Industrial Power	Total	4,539
2019	10	MD	Combined Heat and Power, Industrial Power	Natural Gas	4,539
2019	10	MD	Combined Heat and Power, Industrial Power	Petroleum	0
2019	10	MD	Combined Heat and Power, Commercial Power	Total	80,265
2019	10	MD	Combined Heat and Power, Commercial Power	Coal	0
2019	10	MD	Combined Heat and Power, Commercial Power	Natural Gas	76,718
2019	10	MD	Combined Heat and Power, Commercial Power	Other	0
2019	10	MD	Combined Heat and Power, Commercial Power	Petroleum	91
2019	10	MD	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	1,773
2019	10	MD	Combined Heat and Power, Commercial Power	Other Biomass	1,029
2019	10	MD	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	654
2019	10	MD	Combined Heat and Power, Electric Power	Total	191,977
2019	10	MD	Combined Heat and Power, Electric Power	Coal	97,160
2019	10	MD	Combined Heat and Power, Electric Power	Natural Gas	67,373
2019	10	MD	Combined Heat and Power, Electric Power	Other	15,032
2019	10	MD	Combined Heat and Power, Electric Power	Petroleum	114
2019	10	MD	Combined Heat and Power, Electric Power	Other Biomass	12,298
2019	10	MD	Electric Generators, Independent Power Producers	Total	2,742,553
2019	10	MD	Electric Generators, Independent Power Producers	Coal	169,522
2019	10	MD	Electric Generators, Independent Power Producers	Hydroelectric Conventional	81,292
2019	10	MD	Electric Generators, Independent Power Producers	Natural Gas	1,045,232
2019	10	MD	Electric Generators, Independent Power Producers	Nuclear	1,312,355
2019	10	MD	Electric Generators, Independent Power Producers	Other	15,999
2019	10	MD	Electric Generators, Independent Power Producers	Petroleum	5,617
2019	10	MD	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	37,200
2019	10	MD	Electric Generators, Independent Power Producers	Other Biomass	18,799
2019	10	MD	Electric Generators, Independent Power Producers	Wind	56,536
2019	10	MD	Electric Generators, Electric Utilities	Total	21,070
2019	10	MD	Electric Generators, Electric Utilities	Natural Gas	20,331
2019	10	MD	Electric Generators, Electric Utilities	Petroleum	173
2019	10	MD	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	566
2019	10	ME	Total Electric Power Industry	Total	747,323
2019	10	ME	Total Electric Power Industry	Coal	7,621
2019	10	ME	Total Electric Power Industry	Hydroelectric Conventional	190,884
2019	10	ME	Total Electric Power Industry	Natural Gas	134,883
2019	10	ME	Total Electric Power Industry	Other	21,257
2019	10	ME	Total Electric Power Industry	Petroleum	3,189
2019	10	ME	Total Electric Power Industry	Solar Thermal and Photovoltaic	947
2019	10	ME	Total Electric Power Industry	Other Biomass	8,941
2019	10	ME	Total Electric Power Industry	Wind	209,895
2019	10	ME	Total Electric Power Industry	Wood and Wood Derived Fuels	169,706
2019	10	ME	Combined Heat and Power, Industrial Power	Total	137,205
2019	10	ME	Combined Heat and Power, Industrial Power	Coal	1,202
2019	10	ME	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	5,949
2019	10	ME	Combined Heat and Power, Industrial Power	Natural Gas	35,928
2019	10	ME	Combined Heat and Power, Industrial Power	Other	8,020
2019	10	ME	Combined Heat and Power, Industrial Power	Petroleum	1,590
2019	10	ME	Combined Heat and Power, Industrial Power	Other Biomass	363
2019	10	ME	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	84,153
2019	10	ME	Combined Heat and Power, Commercial Power	Total	10,156
2019	10	ME	Combined Heat and Power, Commercial Power	Natural Gas	2,234
2019	10	ME	Combined Heat and Power, Commercial Power	Other	4,254
2019	10	ME	Combined Heat and Power, Commercial Power	Petroleum	188
2019	10	ME	Combined Heat and Power, Commercial Power	Other Biomass	3,481
2019	10	ME	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	10	ME	Combined Heat and Power, Electric Power	Total	32,064
2019	10	ME	Combined Heat and Power, Electric Power	Coal	6,419
2019	10	ME	Combined Heat and Power, Electric Power	Natural Gas	130
2019	10	ME	Combined Heat and Power, Electric Power	Other	6,035
2019	10	ME	Combined Heat and Power, Electric Power	Petroleum	1,032
2019	10	ME	Combined Heat and Power, Electric Power	Other Biomass	177
2019	10	ME	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	18,271
2019	10	ME	Electric Generators, Independent Power Producers	Total	567,899
2019	10	ME	Electric Generators, Independent Power Producers	Coal	0
2019	10	ME	Electric Generators, Independent Power Producers	Hydroelectric Conventional	184,936
2019	10	ME	Electric Generators, Independent Power Producers	Natural Gas	96,591
2019	10	ME	Electric Generators, Independent Power Producers	Other	2,948
2019	10	ME	Electric Generators, Independent Power Producers	Petroleum	380
2019	10	ME	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	947
2019	10	ME	Electric Generators, Independent Power Producers	Other Biomass	4,920
2019	10	ME	Electric Generators, Independent Power Producers	Wind	209,895
2019	10	ME	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	67,281
2019	10	ME	Electric Generators, Electric Utilities	Total	0
2019	10	ME	Electric Generators, Electric Utilities	Petroleum	0
2019	10	MI	Total Electric Power Industry	Total	8,790,850
2019	10	MI	Total Electric Power Industry	Coal	2,454,799
2019	10	MI	Total Electric Power Industry	Pumped Storage	-26,489
2019	10	MI	Total Electric Power Industry	Hydroelectric Conventional	78,939
2019	10	MI	Total Electric Power Industry	Natural Gas	3,209,868
2019	10	MI	Total Electric Power Industry	Nuclear	2,224,542
2019	10	MI	Total Electric Power Industry	Other Gases	37,681
2019	10	MI	Total Electric Power Industry	Other	9,980
2019	10	MI	Total Electric Power Industry	Petroleum	60,820
2019	10	MI	Total Electric Power Industry	Solar Thermal and Photovoltaic	12,295
2019	10	MI	Total Electric Power Industry	Other Biomass	65,826
2019	10	MI	Total Electric Power Industry	Wind	546,655
2019	10	MI	Total Electric Power Industry	Wood and Wood Derived Fuels	115,935
2019	10	MI	Combined Heat and Power, Industrial Power	Total	125,811
2019	10	MI	Combined Heat and Power, Industrial Power	Coal	3,355
2019	10	MI	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	587
2019	10	MI	Combined Heat and Power, Industrial Power	Natural Gas	51,887
2019	10	MI	Combined Heat and Power, Industrial Power	Other	2,133
2019	10	MI	Combined Heat and Power, Industrial Power	Petroleum	16,940
2019	10	MI	Combined Heat and Power, Industrial Power	Other Biomass	293
2019	10	MI	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	50,614
2019	10	MI	Combined Heat and Power, Commercial Power	Total	51,426
2019	10	MI	Combined Heat and Power, Commercial Power	Coal	0
2019	10	MI	Combined Heat and Power, Commercial Power	Natural Gas	50,418
2019	10	MI	Combined Heat and Power, Commercial Power	Other	388
2019	10	MI	Combined Heat and Power, Commercial Power	Petroleum	132
2019	10	MI	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	172
2019	10	MI	Combined Heat and Power, Commercial Power	Other Biomass	317
2019	10	MI	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	10	MI	Combined Heat and Power, Electric Power	Total	1,268,299
2019	10	MI	Combined Heat and Power, Electric Power	Coal	38,900
2019	10	MI	Combined Heat and Power, Electric Power	Natural Gas	1,190,351
2019	10	MI	Combined Heat and Power, Electric Power	Other Gases	37,339
2019	10	MI	Combined Heat and Power, Electric Power	Other	0
2019	10	MI	Combined Heat and Power, Electric Power	Petroleum	0
2019	10	MI	Combined Heat and Power, Electric Power	Other Biomass	387
2019	10	MI	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	1,322
2019	10	MI	Electric Generators, Independent Power Producers	Total	1,813,009
2019	10	MI	Electric Generators, Independent Power Producers	Hydroelectric Conventional	6,028
2019	10	MI	Electric Generators, Independent Power Producers	Natural Gas	717,183
2019	10	MI	Electric Generators, Independent Power Producers	Nuclear	600,323
2019	10	MI	Electric Generators, Independent Power Producers	Other	7,459
2019	10	MI	Electric Generators, Independent Power Producers	Petroleum	0
2019	10	MI	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	5,825
2019	10	MI	Electric Generators, Independent Power Producers	Other Biomass	64,829
2019	10	MI	Electric Generators, Independent Power Producers	Wind	347,364
2019	10	MI	Electric Generators, Independent Power Producers	Wood and Wood Derived Fuels	63,999
2019	10	MI	Electric Generators, Electric Utilities	Total	5,532,305
2019	10	MI	Electric Generators, Electric Utilities	Coal	2,412,544
2019	10	MI	Electric Generators, Electric Utilities	Pumped Storage	-26,489
2019	10	MI	Electric Generators, Electric Utilities	Hydroelectric Conventional	72,323
2019	10	MI	Electric Generators, Electric Utilities	Natural Gas	1,200,030
2019	10	MI	Electric Generators, Electric Utilities	Nuclear	1,624,219
2019	10	MI	Electric Generators, Electric Utilities	Other Gases	341
2019	10	MI	Electric Generators, Electric Utilities	Other	0
2019	10	MI	Electric Generators, Electric Utilities	Petroleum	43,748
2019	10	MI	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	6,298
2019	10	MI	Electric Generators, Electric Utilities	Wind	199,291
2019	10	MN	Total Electric Power Industry	Total	4,374,534
2019	10	MN	Total Electric Power Industry	Coal	1,071,411
2019	10	MN	Total Electric Power Industry	Hydroelectric Conventional	55,286
2019	10	MN	Total Electric Power Industry	Natural Gas	889,660
2019	10	MN	Total Electric Power Industry	Nuclear	958,767
2019	10	MN	Total Electric Power Industry	Other	34,905
2019	10	MN	Total Electric Power Industry	Petroleum	5,283
2019	10	MN	Total Electric Power Industry	Solar Thermal and Photovoltaic	124,503
2019	10	MN	Total Electric Power Industry	Other Biomass	35,237
2019	10	MN	Total Electric Power Industry	Wind	1,124,291
2019	10	MN	Total Electric Power Industry	Wood and Wood Derived Fuels	75,191
2019	10	MN	Combined Heat and Power, Industrial Power	Total	89,665
2019	10	MN	Combined Heat and Power, Industrial Power	Coal	12,803
2019	10	MN	Combined Heat and Power, Industrial Power	Hydroelectric Conventional	7,666
2019	10	MN	Combined Heat and Power, Industrial Power	Natural Gas	9,355
2019	10	MN	Combined Heat and Power, Industrial Power	Other	4,001
2019	10	MN	Combined Heat and Power, Industrial Power	Petroleum	401
2019	10	MN	Combined Heat and Power, Industrial Power	Other Biomass	357
2019	10	MN	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	55,082
2019	10	MN	Combined Heat and Power, Commercial Power	Total	12,285
2019	10	MN	Combined Heat and Power, Commercial Power	Coal	0
2019	10	MN	Combined Heat and Power, Commercial Power	Natural Gas	5,074
2019	10	MN	Combined Heat and Power, Commercial Power	Other	3,239
2019	10	MN	Combined Heat and Power, Commercial Power	Petroleum	61
2019	10	MN	Combined Heat and Power, Commercial Power	Other Biomass	1,564
2019	10	MN	Combined Heat and Power, Commercial Power	Wind	2,347
2019	10	MN	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	0
2019	10	MN	Combined Heat and Power, Electric Power	Total	76,965
2019	10	MN	Combined Heat and Power, Electric Power	Natural Gas	54,712
2019	10	MN	Combined Heat and Power, Electric Power	Petroleum	95
2019	10	MN	Combined Heat and Power, Electric Power	Other Biomass	6,792
2019	10	MN	Combined Heat and Power, Electric Power	Wood and Wood Derived Fuels	15,367
2019	10	MN	Electric Generators, Independent Power Producers	Total	1,107,730
2019	10	MN	Electric Generators, Independent Power Producers	Hydroelectric Conventional	11,885
2019	10	MN	Electric Generators, Independent Power Producers	Natural Gas	64,760
2019	10	MN	Electric Generators, Independent Power Producers	Other	14,280
2019	10	MN	Electric Generators, Independent Power Producers	Petroleum	184
2019	10	MN	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	124,328
2019	10	MN	Electric Generators, Independent Power Producers	Other Biomass	13,185
2019	10	MN	Electric Generators, Independent Power Producers	Wind	879,109
2019	10	MN	Electric Generators, Electric Utilities	Total	3,087,890
2019	10	MN	Electric Generators, Electric Utilities	Coal	1,058,608
2019	10	MN	Electric Generators, Electric Utilities	Hydroelectric Conventional	35,735
2019	10	MN	Electric Generators, Electric Utilities	Natural Gas	755,760
2019	10	MN	Electric Generators, Electric Utilities	Nuclear	958,767
2019	10	MN	Electric Generators, Electric Utilities	Other	13,386
2019	10	MN	Electric Generators, Electric Utilities	Petroleum	4,542
2019	10	MN	Electric Generators, Electric Utilities	Solar Thermal and Photovoltaic	175
2019	10	MN	Electric Generators, Electric Utilities	Other Biomass	13,340
2019	10	MN	Electric Generators, Electric Utilities	Wind	242,835
2019	10	MN	Electric Generators, Electric Utilities	Wood and Wood Derived Fuels	4,742
2019	10	MO	Total Electric Power Industry	Total	5,671,067
2019	10	MO	Total Electric Power Industry	Coal	3,781,533
2019	10	MO	Total Electric Power Industry	Pumped Storage	-2,906
2019	10	MO	Total Electric Power Industry	Hydroelectric Conventional	2,430
2019	10	MO	Total Electric Power Industry	Natural Gas	689,140
2019	10	MO	Total Electric Power Industry	Nuclear	913,456
2019	10	MO	Total Electric Power Industry	Other	0
2019	10	MO	Total Electric Power Industry	Petroleum	4,795
2019	10	MO	Total Electric Power Industry	Solar Thermal and Photovoltaic	8,182
2019	10	MO	Total Electric Power Industry	Other Biomass	5,618
2019	10	MO	Total Electric Power Industry	Wind	263,548
2019	10	MO	Total Electric Power Industry	Wood and Wood Derived Fuels	5,273
2019	10	MO	Combined Heat and Power, Industrial Power	Total	3,052
2019	10	MO	Combined Heat and Power, Industrial Power	Coal	0
2019	10	MO	Combined Heat and Power, Industrial Power	Natural Gas	2,844
2019	10	MO	Combined Heat and Power, Industrial Power	Petroleum	0
2019	10	MO	Combined Heat and Power, Industrial Power	Other Biomass	208
2019	10	MO	Combined Heat and Power, Industrial Power	Wood and Wood Derived Fuels	0
2019	10	MO	Combined Heat and Power, Commercial Power	Total	15,946
2019	10	MO	Combined Heat and Power, Commercial Power	Coal	0
2019	10	MO	Combined Heat and Power, Commercial Power	Natural Gas	10,614
2019	10	MO	Combined Heat and Power, Commercial Power	Petroleum	2
2019	10	MO	Combined Heat and Power, Commercial Power	Solar Thermal and Photovoltaic	57
2019	10	MO	Combined Heat and Power, Commercial Power	Wood and Wood Derived Fuels	5,273
2019	10	MO	Combined Heat and Power, Electric Power	Total	3,644
2019	10	MO	Combined Heat and Power, Electric Power	Coal	0
2019	10	MO	Combined Heat and Power, Electric Power	Natural Gas	3,644
2019	10	MO	Combined Heat and Power, Electric Power	Petroleum	0
2019	10	MO	Electric Generators, Independent Power Producers	Total	547,134
2019	10	MO	Electric Generators, Independent Power Producers	Natural Gas	272,760
2019	10	MO	Electric Generators, Independent Power Producers	Solar Thermal and Photovoltaic	7,776
